#;PSRJ;PMRA;PMDEC;PX;POSEPOCH;Gl;Gb;RAJD;DECJD;P0;P1;DM;TAU_SC;S400;S1400;S2000;DIST;ZZ;XX;YY;ASSOC;SURVEY;
;;(mas/yr);(mas/yr);(mas);(MJD);(deg);(deg);(deg);(deg);(s);;(cm^-3pc);(s);(mJy);(mJy);(mJy);(kpc);(kpc);(kpc);(kpc);;;
2693;J1919+0134;NAN;NAN;NAN;51650.00;37.582;-5.563;289.93175000;1.58236111;1.603984;5.89e-16;191.50;NAN;NAN;2.10;NAN;14.301;-1.386;8.681;-2.780;NAN;pkssw,pksmb,fast_gpps;
2694;J1919+1113g;NAN;NAN;NAN;NAN;46.093;-1.016;289.86250000;11.21666667;0.766000;NAN;288.00;NAN;NAN;NAN;NAN;7.516;-0.133;5.414;3.289;NAN;fast_gpps;
2695;J1919+1314;NAN;NAN;NAN;54790.00;47.895;-0.088;289.88744167;13.24369444;0.571400;3.79e-15;613.40;NAN;NAN;0.22;NAN;13.026;-0.020;9.664;-0.234;NAN;palfa,fast_gpps;
2696;J1919+1527g;NAN;NAN;NAN;NAN;49.876;0.886;289.95833333;15.45000000;1.371460;NAN;697.50;NAN;NAN;0.01;NAN;16.926;0.262;12.941;-2.407;NAN;fast_gpps;
2697;J1919+1645;NAN;NAN;NAN;53560.00;50.954;1.642;289.78851250;16.75631111;0.562790;2.16e-16;208.00;NAN;NAN;0.16;NAN;5.414;0.155;4.203;5.091;NAN;pksngp,fast_gpps;
2698;J1919+1745;NAN;NAN;NAN;55320.00;51.897;1.987;289.93059167;17.75105278;2.081343;1.71e-15;141.50;NAN;NAN;0.19;NAN;4.077;0.141;3.206;5.986;NAN;palfa,fast_gpps;
2699;J1919+23;NAN;NAN;NAN;NAN;57.300;4.901;289.85833333;23.87944444;0.004630;NAN;38.40;NAN;NAN;NAN;NAN;2.042;0.174;1.712;7.401;GRS:4FGL_J1919.1+2354[aab+22];FermiAssoc,fast_gpps;
2700;J1919+2621;NAN;NAN;NAN;58333.00;59.535;5.993;289.92088750;26.35818333;0.651512;5.46e-16;96.50;NAN;NAN;0.57;NAN;6.099;0.637;5.228;5.425;NAN;fast_crafts,fast_gpps;
2701;J1920+1040;NAN;NAN;NAN;52596.00;45.784;-1.590;290.23075000;10.67527778;2.215802;6.48e-15;308.80;NAN;NAN;0.57;NAN;10.266;-0.285;7.355;1.344;NAN;pksmb,palfa,fast_gpps;
2702;J1920+1110;NAN;NAN;NAN;51719.00;46.152;-1.199;290.05545833;11.18305556;0.509886;1.56e-16;182.00;0.03;NAN;0.39;NAN;6.135;-0.128;4.423;4.251;NAN;pksmb,ar4,palfa,fast_gpps;
2703;J1920+1515g;NAN;NAN;NAN;NAN;49.760;0.679;290.09166667;15.25000000;1.602760;NAN;646.50;NAN;NAN;0.02;NAN;15.389;0.182;11.746;-1.440;NAN;fast_gpps;
2704;J1920+2650;NAN;NAN;NAN;49912.00;60.068;6.027;290.15989412;26.84400048;0.785522;3.44e-17;27.70;NAN;6.00;NAN;NAN;1.722;0.181;1.484;7.646;NAN;gb2,ar4,gb4,lotaas,fast_gpps;
2705;J1920-0950;NAN;NAN;NAN;57037.00;27.417;-10.977;290.23304167;-9.83361111;1.037824;3.93e-16;93.00;NAN;NAN;0.20;NAN;6.186;-1.178;2.796;3.109;NAN;htru_pks;
2706;J1921+0812;NAN;NAN;NAN;53277.00;43.710;-2.934;290.44876667;8.21440556;0.210648;5.36e-15;82.80;NAN;NAN;0.66;NAN;2.823;-0.144;1.948;6.462;NAN;pksmb,fast_gpps;
2707;J1921+0851g;NAN;NAN;NAN;NAN;44.201;-2.502;290.29583333;8.85000000;0.957000;NAN;101.00;NAN;NAN;NAN;NAN;3.851;-0.168;2.682;5.742;NAN;fast_gpps;
2708;J1921+0921;NAN;NAN;NAN;58119.00;44.733;-2.418;290.47286250;9.35838889;0.562302;9.58e-15;139.50;NAN;NAN;0.06;NAN;6.139;-0.259;4.317;4.143;NAN;palfa;
2709;J1921+1006g;NAN;NAN;NAN;NAN;45.370;-2.036;290.43333333;10.10000000;3.345000;NAN;362.00;NAN;NAN;NAN;NAN;14.170;-0.503;10.078;-1.449;NAN;fast_gpps;
2710;J1921+1227g;NAN;NAN;NAN;NAN;47.402;-0.852;290.34166667;12.45000000;1.598000;NAN;259.00;NAN;NAN;NAN;NAN;6.832;-0.102;5.029;3.876;NAN;fast_gpps;
2711;J1921+1259g;NAN;NAN;NAN;NAN;47.865;-0.586;290.32500000;12.98333333;0.573160;NAN;366.30;NAN;NAN;0.01;NAN;8.229;-0.084;6.102;2.980;NAN;fast_gpps;
2712;J1921+1340g;NAN;NAN;NAN;NAN;48.491;-0.308;290.37500000;13.66666667;4.602940;NAN;754.90;NAN;NAN;0.03;NAN;25.000;-0.134;18.721;-8.068;NAN;fast_gpps;
2713;J1921+1419;NAN;NAN;NAN;48741.00;49.058;0.021;290.35066643;14.32140937;0.618183;5.60e-15;91.60;0.01;3.20;0.68;NAN;2.809;0.001;2.122;6.659;NAN;ar1,jb2,lotaas,palfa,pksmb,fast_gpp;
2714;J1921+1505g;NAN;NAN;NAN;NAN;49.732;0.377;290.35416667;15.08333333;0.611900;NAN;514.90;NAN;NAN;0.01;NAN;10.572;0.069;8.067;1.667;NAN;fast_gpps;
2715;J1921+1544;NAN;NAN;NAN;53632.00;50.350;0.609;290.44363458;15.73818333;0.143576;9.80e-16;385.00;NAN;NAN;0.21;NAN;9.038;0.096;6.958;2.733;NAN;pksngp,palfa;
2716;J1921+1629g;NAN;NAN;NAN;NAN;51.009;0.958;290.44583333;16.48333333;NAN;NAN;105.00;NAN;NAN;NAN;NAN;3.164;0.053;2.459;6.509;NAN;fast_gpps;
2717;J1921+1630;NAN;NAN;NAN;56891.00;50.949;1.138;290.25059167;16.51550000;0.936448;2.23e-14;190.30;NAN;NAN;0.05;NAN;5.035;0.100;3.909;5.329;NAN;palfa,fast_gpps;
2718;J1921+1632g;NAN;NAN;NAN;NAN;51.034;1.016;290.40416667;16.53333333;0.493000;NAN;164.00;NAN;NAN;NAN;NAN;4.538;0.080;3.528;5.647;NAN;fast_gpps;
2719;J1921+1948;NAN;NAN;NAN;48739.00;53.869;2.672;290.26583304;19.81240720;0.821035;8.96e-16;154.20;0.00;34.00;1.70;NAN;4.327;0.202;3.491;5.951;NAN;jb1,ar1,ar2,ar3,gb3,gb4,lotaas,mol2;
2720;J1921+2003;NAN;NAN;NAN;51600.00;54.172;2.621;290.46498750;20.05577778;0.760681;5.00e-17;98.20;0.00;2.30;NAN;NAN;3.233;0.148;2.619;6.610;NAN;ar1,fast_gpps;
2721;J1921+2153;17.000;32.000;NAN;48999.00;55.777;3.501;290.43672917;21.88395833;1.337302;1.35e-15;12.40;0.00;57.00;19.00;NAN;0.300;0.018;0.248;8.332;NAN;misc,ar1,ar2,ar3,gb1,gb3,gb4,jb1,lo;
2722;J1921+34;NAN;NAN;NAN;NAN;66.641;9.263;290.25000000;34.11666667;1.444000;NAN;90.00;NAN;NAN;NAN;NAN;8.782;1.414;7.957;5.063;NAN;pumps,ar327;
2723;J1921-05;NAN;NAN;NAN;56017.00;31.483;-9.033;290.26666667;-5.38333333;2.227590;NAN;80.70;NAN;NAN;NAN;NAN;4.077;-0.640;2.103;5.066;NAN;htru_pks,gbncc;
2724;J1921-0510;NAN;NAN;NAN;57325.00;31.724;-9.032;290.37270833;-5.16966667;0.794254;6.02e-16;96.60;NAN;NAN;0.40;NAN;5.604;-0.880;2.910;3.792;NAN;pks_superb,gbncc;
2725;J1922+1131;NAN;NAN;NAN;56700.00;46.762;-1.601;290.70945833;11.53291667;0.562074;2.57e-17;335.00;NAN;NAN;0.13;NAN;10.486;-0.293;7.636;1.320;NAN;palfa,fast_gpps;
2726;J1922+1733;NAN;NAN;NAN;53595.00;52.080;1.230;290.72174167;17.55651944;0.236171;1.34e-14;234.00;NAN;NAN;1.16;NAN;5.313;0.114;4.190;5.236;NAN;pksngp,palfa,fast_gpps;
2727;J1922+2018;NAN;NAN;NAN;49670.00;54.417;2.678;290.53336196;20.29925534;1.172763;6.49e-16;203.30;NAN;3.80;NAN;NAN;5.277;0.247;4.287;5.433;NAN;ar1,ar3,gbncc,fast_gpps;
2728;J1922+2110;NAN;NAN;NAN;49879.00;55.278;2.935;290.72304864;21.17832376;1.077924;8.18e-15;217.00;0.00;30.00;1.40;NAN;4.000;0.205;3.283;6.225;NAN;jb1,ar1,ar2,ar3,gb1,gb3,lotaas,fast;
2729;J1922+58;NAN;NAN;NAN;56292.00;89.671;19.073;290.50000000;58.46666667;0.529623;NAN;53.74;NAN;3.10;NAN;NAN;5.523;1.805;5.220;8.470;NAN;gbncc,lotaas;
2730;J1923+1143g;NAN;NAN;NAN;NAN;47.016;-1.686;290.90833333;11.71666667;0.371210;NAN;260.60;NAN;NAN;0.01;NAN;7.783;-0.229;5.691;3.196;NAN;fast_gpps;
2731;J1923+1521g;NAN;NAN;NAN;NAN;50.170;0.123;290.80000000;15.35000000;1.048760;NAN;346.00;NAN;NAN;0.01;NAN;6.995;0.015;5.372;4.020;NAN;fast_gpps;
2732;J1923+1706;NAN;NAN;NAN;51600.00;51.707;0.965;290.78270833;17.10261111;0.547209;4.30e-17;141.70;NAN;1.50;0.41;NAN;3.959;0.067;3.107;6.047;NAN;ar1,ar3,ar4,palfa,fast_gpps;
2733;J1923+2022g;NAN;NAN;NAN;NAN;54.676;2.338;290.98333333;20.36666667;0.037990;NAN;175.30;NAN;NAN;0.01;NAN;4.626;0.189;3.771;5.827;NAN;fast_gpps;
2734;J1923+2515;-6.923;-14.276;0.800;56859.00;58.946;4.749;290.84371759;25.26127254;0.003788;9.56e-21;18.86;NAN;2.70;0.20;NAN;1.201;0.099;1.025;7.883;NAN;gbt350,ar327,gbncc;
2735;J1923+4243;NAN;NAN;NAN;56525.00;74.715;12.643;290.81350349;42.72184543;0.595193;2.53e-15;52.90;NAN;NAN;NAN;NAN;4.672;1.023;4.397;7.298;NAN;gbncc,lotaas,fast_gpps;
2736;J1923-0408;NAN;NAN;NAN;57745.00;32.848;-8.944;290.79566667;-4.13872222;1.149269;6.80e-17;35.00;NAN;NAN;0.11;NAN;1.237;-0.192;0.663;7.473;NAN;pks_superb;
2737;J1924+1343g;NAN;NAN;NAN;NAN;48.860;-0.891;291.08333333;13.71666667;0.005720;NAN;98.50;NAN;NAN;0.03;NAN;3.045;-0.047;2.293;6.497;NAN;fast_gpps;
2738;J1924+1446g;NAN;NAN;NAN;NAN;49.850;-0.515;291.22500000;14.76666667;1.090000;NAN;336.00;NAN;NAN;NAN;NAN;7.008;-0.063;5.356;3.981;NAN;fast_gpps;
2739;J1924+1509g;NAN;NAN;NAN;NAN;50.149;-0.262;291.14166667;15.15000000;0.239950;NAN;297.40;NAN;NAN;0.01;NAN;6.366;-0.029;4.887;4.421;NAN;fast_gpps;
2740;J1924+1510g;NAN;NAN;NAN;NAN;50.103;-0.141;291.00833333;15.16666667;0.498630;NAN;113.70;NAN;NAN;0.01;NAN;3.414;-0.008;2.619;6.310;NAN;fast_gpps;
2741;J1924+1628;NAN;NAN;NAN;57514.00;51.337;0.331;291.18370833;16.47713611;0.375082;3.21e-16;542.10;NAN;NAN;0.11;NAN;10.475;0.060;8.179;1.956;NAN;palfa,fast_gpps;
2742;J1924+1631;NAN;NAN;NAN;54690.00;51.405;0.318;291.22866667;16.53022222;2.935186;3.64e-13;518.50;NAN;NAN;0.09;NAN;10.184;0.057;7.959;2.147;NAN;palfa;
2743;J1924+1639;NAN;NAN;NAN;53720.00;51.422;0.562;291.01296458;16.66132111;0.158043;2.56e-15;208.00;NAN;NAN;0.21;NAN;5.059;0.050;3.955;5.345;NAN;pksngp,palfa;
2744;J1924+1713;NAN;NAN;NAN;56055.00;51.975;0.726;291.13548750;17.22583333;0.758433;1.13e-16;536.80;0.04;NAN;0.04;NAN;10.902;0.138;8.587;1.785;NAN;palfa,fast_gpps;
2745;J1924+1734g;NAN;NAN;NAN;NAN;52.321;0.802;291.23750000;17.56666667;NAN;NAN;49.00;NAN;NAN;NAN;NAN;1.958;0.027;1.550;7.303;NAN;fast_gpps;
2746;J1924+1917;NAN;NAN;NAN;58528.00;53.782;1.725;291.10920833;19.29011111;1.277942;1.99e-16;322.30;NAN;NAN;0.04;NAN;8.654;0.261;6.979;3.389;NAN;palfa,fast_gpps;
2747;J1924+1923g;NAN;NAN;NAN;NAN;53.853;1.791;291.08333333;19.38333333;0.689240;NAN;384.20;NAN;NAN;0.06;NAN;9.781;0.306;7.894;2.733;NAN;fast_gpps;
2748;J1924+1932g;NAN;NAN;NAN;NAN;54.039;1.761;291.20416667;19.53333333;0.388860;NAN;279.10;NAN;NAN;0.02;NAN;6.542;0.201;5.293;4.660;NAN;fast_gpps;
2749;J1924+2027g;NAN;NAN;NAN;NAN;54.819;2.246;291.14166667;20.45000000;0.001950;NAN;211.70;NAN;NAN;0.08;NAN;5.294;0.207;4.324;5.452;NAN;fast_gpps;
2750;J1924+2037g;NAN;NAN;NAN;NAN;54.966;2.325;291.14166667;20.61666667;0.684800;NAN;82.30;NAN;NAN;0.00;NAN;2.935;0.119;2.401;6.817;NAN;fast_gpps;
2751;J1924+2040;NAN;NAN;NAN;43957.49;55.022;2.328;291.16666667;20.66750000;0.237790;2.09e-15;226.60;0.00;4.00;NAN;NAN;5.952;0.242;4.873;5.091;NAN;ar1,fast_gpps;
2752;J1925+1532g;NAN;NAN;NAN;NAN;50.536;-0.173;291.25000000;15.53333333;1.655100;NAN;145.90;NAN;NAN;0.02;NAN;4.202;-0.013;3.244;5.829;NAN;fast_gpps;
2753;J1925+1629g;NAN;NAN;NAN;NAN;51.392;0.243;291.29166667;16.48333333;0.004110;NAN;214.10;NAN;NAN;0.09;NAN;5.118;0.022;3.999;5.306;NAN;fast_gpps;
2754;J1925+1636g;NAN;NAN;NAN;NAN;51.567;0.164;291.45000000;16.60000000;0.049710;NAN;33.10;NAN;NAN;0.01;NAN;1.536;0.004;1.203;7.545;NAN;fast_gpps;
2755;J1925+1720;NAN;NAN;NAN;56700.00;52.179;0.590;291.36262917;17.34091944;0.075659;1.05e-14;223.30;NAN;NAN;0.07;NAN;5.060;0.052;3.997;5.397;GRS:4FGL_J1925.2+1729[sbc+19];palfa,FermiAssoc,fast_gpps;
2756;J1925+19;NAN;NAN;NAN;54346.00;53.697;1.412;291.35833333;19.06666667;1.916353;NAN;328.00;NAN;NAN;NAN;NAN;8.329;0.205;6.710;3.570;NAN;pksngp;
2757;J1925-16;NAN;NAN;NAN;55196.00;22.130;-14.537;291.27500000;-16.01666667;3.885800;NAN;88.00;NAN;NAN;NAN;NAN;7.935;-1.992;2.893;1.385;NAN;htru_pks;
2758;J1926+0431;NAN;NAN;NAN;57600.00;40.980;-5.674;291.60196667;4.52542778;1.074080;2.46e-15;101.80;0.00;22.00;NAN;NAN;4.959;-0.490;3.236;4.775;NAN;mol2,gb4,lotaas,pkssw,fast_gpps;
2759;J1926+0737;NAN;NAN;NAN;54833.60;43.739;-4.256;291.64058333;7.61866667;0.318062;3.75e-16;159.00;NAN;NAN;0.11;NAN;8.722;-0.647;6.014;2.216;NAN;pksmb,fast_gpps;
2760;J1926+1434;NAN;NAN;NAN;48717.00;49.923;-1.039;291.73844133;14.58203825;1.324922;2.19e-16;211.40;0.00;9.00;0.48;NAN;5.649;-0.102;4.322;4.864;NAN;ar1,ar3,jb2,palfa,pksmb,fast_gpps;
2761;J1926+1452g;NAN;NAN;NAN;NAN;50.169;-0.896;291.72916667;14.86666667;0.304510;NAN;298.10;NAN;NAN;0.01;NAN;6.480;-0.101;4.976;4.350;NAN;fast_gpps;
2762;J1926+1614;NAN;NAN;NAN;57589.00;51.367;-0.226;291.70917500;16.23854722;0.308306;3.35e-17;24.02;NAN;NAN;0.09;NAN;1.262;-0.005;0.986;7.712;NAN;palfa,fast_gpps;
2763;J1926+1631g;NAN;NAN;NAN;59487.00;51.568;0.002;291.59961792;16.52438333;0.678367;3.27e-17;197.00;NAN;NAN;0.08;NAN;4.846;0.000;3.796;5.488;NAN;fast_gpps;
2764;J1926+1648;5.942;-15.156;NAN;49857.00;51.859;0.063;291.68884545;16.80910566;0.579823;1.80e-14;176.80;0.00;8.00;1.30;NAN;6.000;0.007;4.719;4.794;NAN;ar1,ar2,ar3,ar4,jb2,palfa,fast_gpps;
2765;J1926+1857g;NAN;NAN;NAN;NAN;53.768;1.034;291.74583333;18.95000000;0.278730;NAN;424.00;NAN;NAN;0.03;NAN;9.567;0.173;7.716;2.846;NAN;fast_gpps;
2766;J1926+1928;NAN;NAN;NAN;51600.00;54.158;1.407;291.59508333;19.46991667;1.346012;1.43e-15;445.00;0.00;0.80;NAN;NAN;10.567;0.259;8.563;2.314;NAN;ar1;
2767;J1926+2016;NAN;NAN;NAN;53595.00;54.851;1.802;291.57526667;20.26698056;0.299072;3.50e-15;249.40;NAN;NAN;0.12;NAN;6.046;0.190;4.941;5.021;NAN;pksngp,palfa,fast_gpps;
2768;J1926-0652;NAN;NAN;NAN;58308.00;30.751;-10.936;291.65433750;-6.87852778;1.608816;3.91e-16;85.30;NAN;NAN;1.01;NAN;5.285;-1.003;2.653;4.041;NAN;fast_crafts;
2769;J1926-1314;NAN;NAN;NAN;55791.00;24.922;-13.763;291.72431250;-13.23438889;4.864284;3.64e-14;40.83;NAN;NAN;NAN;NAN;1.531;-0.364;0.627;7.151;NAN;gbt350;
2770;J1927+0911;NAN;NAN;NAN;53454.00;45.224;-3.705;291.85678333;9.18491667;0.290305;6.35e-17;202.70;NAN;NAN;0.16;NAN;10.939;-0.707;7.749;0.811;NAN;pksmb,fast_gpps;
2771;J1927+1430g;NAN;NAN;NAN;NAN;49.933;-1.230;291.91666667;14.50000000;0.202880;NAN;207.20;NAN;NAN;0.01;NAN;5.626;-0.121;4.305;4.880;NAN;fast_gpps;
2772;J1927+1849g;NAN;NAN;NAN;NAN;53.739;0.808;291.94166667;18.81666667;0.312000;NAN;200.00;NAN;NAN;NAN;NAN;4.623;0.065;3.727;5.766;NAN;fast_gpps;
2773;J1927+1852;NAN;NAN;NAN;59310.00;53.718;0.956;291.79339167;18.86906111;0.482766;1.16e-16;264.50;0.00;3.40;0.44;NAN;5.443;0.091;4.387;5.280;NAN;ar1,ar3,palfa,fast_gpps;
2774;J1927+1856;NAN;NAN;NAN;NAN;53.811;0.941;291.85404167;18.94355556;0.298313;2.24e-15;99.00;NAN;2.20;0.55;NAN;3.100;0.051;2.502;6.670;NAN;ar1,ar3,ar327,palfa,fast_gpps;
2775;J1927+1940g;NAN;NAN;NAN;NAN;54.432;1.313;291.82083333;19.66666667;NAN;NAN;347.00;NAN;NAN;NAN;NAN;8.966;0.205;7.291;3.286;NAN;fast_gpps;
2776;J1927+2234;NAN;NAN;NAN;42830.50;56.983;2.730;291.78366667;22.58258333;1.431066;7.71e-16;180.00;NAN;6.00;NAN;NAN;6.711;0.320;5.621;4.847;NAN;ar1,ar3,gbncc,fast_gpps;
2777;J1928+1443;NAN;NAN;NAN;56700.00;50.178;-1.220;292.02829167;14.71980556;1.010739;2.10e-16;98.60;NAN;NAN;0.17;NAN;3.012;-0.064;2.313;6.572;NAN;palfa,fast_gpps;
2778;J1928+15;NAN;NAN;NAN;54466.00;50.640;-1.030;292.08333333;15.21666667;0.403000;NAN;242.00;NAN;NAN;NAN;NAN;5.746;-0.103;4.442;4.857;NAN;palfa;
2779;J1928+1725;NAN;NAN;NAN;57696.00;52.641;-0.087;292.21666667;17.42472222;0.289838;NAN;135.96;NAN;NAN;1.40;NAN;3.725;-0.006;2.961;6.240;NAN;palfa;
2780;J1928+1746;NAN;NAN;NAN;54770.00;52.931;0.114;292.17730417;17.77489444;0.068730;1.32e-14;176.68;NAN;NAN;0.28;NAN;4.337;0.009;3.461;5.886;GRS:[sbc+19];palfa,FermiAssoc;
2781;J1928+1809g;NAN;NAN;NAN;NAN;53.191;0.420;292.02500000;18.15000000;0.294460;NAN;431.90;NAN;NAN;0.03;NAN;9.335;0.068;7.474;2.907;NAN;fast_gpps;
2782;J1928+1816g;NAN;NAN;NAN;NAN;53.301;0.462;292.04166667;18.26666667;0.010540;NAN;346.30;NAN;NAN;0.03;NAN;7.205;0.058;5.777;4.194;NAN;fast_gpps;
2783;J1928+1839g;NAN;NAN;NAN;NAN;53.691;0.548;292.15833333;18.65000000;2.260910;NAN;70.00;NAN;NAN;0.01;NAN;2.502;0.024;2.016;7.019;NAN;fast_gpps;
2784;J1928+1852g;NAN;NAN;NAN;59631.00;53.832;0.780;292.01436667;18.88469444;0.792807;7.43e-17;290.00;NAN;NAN;0.03;NAN;5.812;0.079;4.692;5.070;NAN;fast_gpps;
2785;J1928+1902g;NAN;NAN;NAN;NAN;53.965;0.845;292.02083333;19.03333333;0.005800;NAN;28.90;NAN;NAN;0.01;NAN;1.495;0.022;1.209;7.621;NAN;fast_gpps;
2786;J1928+1915g;NAN;NAN;NAN;NAN;54.259;0.759;292.25000000;19.25000000;0.974350;NAN;201.00;NAN;NAN;0.01;NAN;4.632;0.061;3.759;5.795;NAN;fast_gpps;
2787;J1928+1923;NAN;NAN;NAN;53640.00;54.281;1.016;292.02151250;19.39203333;0.817330;6.35e-15;476.00;0.05;NAN;0.64;NAN;10.565;0.187;8.576;2.333;NAN;pksngp,palfa,fast_gpps;
2788;J1928+28;NAN;NAN;NAN;NAN;61.860;5.120;292.00000000;28.00000000;1.063000;NAN;79.20;NAN;NAN;NAN;NAN;5.224;0.466;4.588;6.046;NAN;gbncc;
2789;J1928-0108;NAN;NAN;NAN;57983.00;36.133;-8.726;292.07887500;-1.14880556;2.365714;2.80e-15;125.00;NAN;NAN;0.24;NAN;9.557;-1.450;5.570;0.871;NAN;pks_superb,fast_gpps;
2790;J1928-0548;NAN;NAN;NAN;59348.00;31.932;-10.851;292.09796921;-5.80224917;0.028041;1.06e-19;96.00;NAN;NAN;0.25;NAN;6.721;-1.265;3.491;2.898;NAN;fast_crafts;
2791;J1929+00;NAN;NAN;NAN;49717.00;37.687;-8.253;292.36666667;0.43333333;1.166900;NAN;42.95;NAN;NAN;NAN;NAN;1.497;-0.215;0.906;7.328;NAN;ar4,gbncc,lotaas,pkssw;
2792;J1929+1357;NAN;NAN;NAN;56440.00;49.633;-1.810;292.29425000;13.95997222;0.866927;3.66e-15;150.70;NAN;NAN;2.20;NAN;4.768;-0.151;3.631;5.413;NAN;palfa;
2793;J1929+16;NAN;NAN;NAN;53480.00;51.747;-0.692;292.32500000;16.35000000;0.529681;NAN;12.00;NAN;NAN;NAN;NAN;0.762;-0.009;0.598;8.028;NAN;pksngp;
2794;J1929+1615g;NAN;NAN;NAN;NAN;51.694;-0.803;292.40000000;16.25000000;0.044600;NAN;309.10;NAN;NAN;0.01;NAN;6.114;-0.086;4.797;4.711;NAN;fast_gpps;
2795;J1929+1731g;NAN;NAN;NAN;NAN;52.745;-0.085;292.26666667;17.51666667;3.995400;NAN;435.00;NAN;NAN;0.01;NAN;9.263;-0.014;7.373;2.892;NAN;fast_gpps;
2796;J1929+1844;NAN;NAN;NAN;51600.00;53.852;0.461;292.31991667;18.74986111;1.220470;2.36e-15;111.60;NAN;1.70;NAN;NAN;3.317;0.027;2.678;6.543;NAN;ar1,lotaas,fast_gpps;
2797;J1929+19;NAN;NAN;NAN;59174.39;54.173;0.568;292.38333333;19.08333333;0.339216;NAN;528.40;NAN;NAN;NAN;NAN;11.737;0.116;9.516;1.630;NAN;pksngp,fast_gpps;
2798;J1929+1937g;NAN;NAN;NAN;NAN;54.600;0.900;292.29166667;19.61666667;0.563730;NAN;459.10;NAN;NAN;0.02;NAN;10.060;0.158;8.199;2.673;NAN;fast_gpps;
2799;J1929+1955;NAN;NAN;NAN;53595.00;54.879;1.018;292.32321375;19.91886389;0.257832;2.56e-15;281.00;NAN;NAN;0.42;NAN;6.604;0.117;5.401;4.701;NAN;pksngp,palfa;
2800;J1929+2121;NAN;NAN;NAN;53635.00;56.117;1.751;292.26766250;21.35630000;0.723599;2.14e-15;63.20;NAN;NAN;0.23;NAN;2.585;0.079;2.145;7.060;NAN;pksngp,fast_gpps;
2801;J1929+3817;NAN;NAN;NAN;57545.00;71.174;9.689;292.27922500;38.29930556;0.814215;6.10e-16;92.60;NAN;NAN;NAN;NAN;9.192;1.547;8.576;5.576;NAN;gbncc,fast_gpps;
2802;J1929+62;NAN;NAN;NAN;56292.00;93.758;19.635;292.25000000;62.26666667;1.456000;NAN;67.70;NAN;1.40;NAN;NAN;11.972;4.023;11.252;9.239;NAN;gbncc,lotaas;
2803;J1929+66;NAN;NAN;NAN;NAN;97.485;20.947;292.25000000;66.00000000;0.806000;NAN;59.60;NAN;NAN;NAN;NAN;7.973;2.850;7.383;9.470;NAN;gbncc;
2804;J1929+6630;NAN;NAN;NAN;57136.00;98.009;21.110;292.28008333;66.51555556;0.806017;7.01e-16;59.74;NAN;NAN;NAN;NAN;8.199;2.953;7.574;9.566;NAN;misc;
2805;J1930+1316;NAN;NAN;NAN;42828.50;49.124;-2.319;292.50394583;13.26975000;0.760032;3.66e-15;213.10;0.00;5.00;0.18;NAN;6.435;-0.260;4.862;4.292;NAN;ar1,pksmb,fast_gpps;
2806;J1930+1357g;NAN;NAN;NAN;59420.00;49.745;-2.031;292.54996250;13.95178611;0.323562;2.72e-17;184.80;NAN;NAN;0.02;NAN;5.567;-0.197;4.246;4.905;NAN;fast_gpps;
2807;J1930+1403g;NAN;NAN;NAN;NAN;49.843;-2.006;292.57500000;14.05000000;0.003210;NAN;150.50;NAN;NAN;0.09;NAN;4.740;-0.166;3.620;5.445;NAN;fast_gpps;
2808;J1930+1408;NAN;NAN;NAN;59388.00;49.932;-1.962;292.57895417;14.14869444;0.425720;1.94e-18;213.60;NAN;NAN;0.05;NAN;5.931;-0.203;4.536;4.684;NAN;palfa,fast_gpps;
2809;J1930+1722;NAN;NAN;NAN;57656.00;52.790;-0.450;292.62545833;17.38144444;1.609706;8.81e-16;201.00;NAN;NAN;0.09;NAN;4.669;-0.037;3.718;5.677;NAN;pksngp,palfa,fast_gpps;
2810;J1930+1852;NAN;NAN;NAN;52280.00;54.096;0.265;292.62554167;18.87058333;0.136855;7.51e-13;307.30;NAN;NAN;0.06;NAN;7.000;0.032;5.670;4.395;SNR:G54.1+0.3,XRS:;misc;
2811;J1930+6205;NAN;NAN;NAN;57027.00;93.662;19.386;292.67690542;62.09206900;1.456115;1.65e-15;67.50;NAN;NAN;NAN;NAN;10.734;3.563;10.105;9.147;NAN;misc,gbncc;
2812;J1931+1439;NAN;NAN;NAN;56700.00;50.539;-2.005;292.91847083;14.66075000;1.779226;6.33e-15;239.40;NAN;NAN;0.08;NAN;6.072;-0.212;4.685;4.643;NAN;palfa,fast_gpps;
2813;J1931+1536;NAN;NAN;NAN;51600.00;51.406;-1.599;292.98212500;15.61597222;0.314355;5.01e-15;140.00;0.00;1.20;0.36;NAN;4.011;-0.112;3.134;5.999;NAN;ar1,palfa,fast_gpps;
2814;J1931+1817;NAN;NAN;NAN;58156.00;53.739;-0.303;292.96974583;18.28354722;0.234131;1.07e-13;465.00;NAN;NAN;0.15;NAN;9.573;-0.051;7.719;2.838;NAN;palfa;
2815;J1931+1952;NAN;NAN;NAN;53560.00;55.134;0.451;292.98276667;19.86986111;0.501123;1.01e-16;441.00;NAN;NAN;0.13;NAN;9.625;0.076;7.897;2.998;NAN;pksngp,palfa;
2816;J1931+30;NAN;NAN;NAN;NAN;64.506;5.674;292.86666667;30.58333333;0.582126;NAN;53.75;NAN;NAN;NAN;NAN;3.784;0.374;3.399;6.879;NAN;ar4,ar327,gbncc;
