#;PSRJ;PMRA;PMDEC;PX;POSEPOCH;Gl;Gb;RAJD;DECJD;P0;P1;DM;TAU_SC;S400;S1400;S2000;DIST;ZZ;XX;YY;ASSOC;SURVEY;
;;(mas/yr);(mas/yr);(mas);(MJD);(deg);(deg);(deg);(deg);(s);;(cm^-3pc);(s);(mJy);(mJy);(mJy);(kpc);(kpc);(kpc);(kpc);;;
2002;J1831-0823;NAN;NAN;NAN;51763.00;23.211;0.548;277.90139167;-8.38997222;0.612133;3.09e-16;245.90;NAN;NAN;1.00;NAN;3.886;0.037;1.531;4.929;NAN;pksmb,gbncc,htru_pks;
2003;J1831-0952;NAN;NAN;NAN;52412.00;21.897;-0.128;277.89293333;-9.86713889;0.067267;8.32e-15;247.00;NAN;NAN;0.35;NAN;3.683;-0.008;1.374;5.083;GRS:4FGL_J1830.8-0947[aab+22];pksmb,FermiAssoc,htru_pks;
2004;J1831-1223;NAN;NAN;NAN;51704.00;19.618;-1.217;277.80345833;-12.39194444;2.857941;5.47e-15;342.00;NAN;NAN;1.20;NAN;4.876;-0.104;1.637;3.908;NAN;pksmb,htru_pks;
2005;J1831-1329;NAN;NAN;NAN;51494.00;18.716;-1.884;277.98316667;-13.49888889;2.165679;2.99e-15;338.00;NAN;NAN;0.50;NAN;6.314;-0.208;2.025;2.523;NAN;pksmb,htru_pks;
2006;J1831-1423;NAN;NAN;NAN;52109.00;17.870;-2.201;277.87125000;-14.39611111;0.507945;1.09e-15;352.00;NAN;NAN;0.19;NAN;10.124;-0.389;3.104;-1.128;NAN;pksmb;
2007;J1832+0029;NAN;NAN;NAN;57203.00;31.247;4.360;278.21125000;0.49083333;0.533918;1.55e-15;32.70;NAN;NAN;0.14;NAN;1.120;0.085;0.579;7.545;NAN;pksmb,fast_gpps;
2008;J1832+27;NAN;NAN;NAN;NAN;56.479;16.252;278.04166667;27.96666667;0.631800;NAN;48.00;NAN;NAN;NAN;NAN;3.972;1.112;3.179;6.394;NAN;misc,ar327,lotaas,fast_gpps;
2009;J1832-0644;NAN;NAN;NAN;51489.00;24.806;1.070;278.17779167;-6.73383333;0.744295;3.71e-14;574.30;NAN;NAN;0.70;NAN;10.251;0.191;4.300;-0.804;NAN;pksmb,htru_pks;
2010;J1832-0827;-4.000;20.000;NAN;55397.00;23.272;0.298;278.15422083;-8.45102778;0.647326;6.39e-14;300.87;0.00;9.40;4.00;NAN;5.200;0.027;2.054;3.723;NAN;jb2,htru_pks,pksmb;
2011;J1832-0836;-7.988;-21.460;0.480;57138.00;23.109;0.257;278.11496870;-8.61528710;0.002719;8.27e-21;28.19;NAN;NAN;0.92;NAN;2.083;0.009;0.818;6.584;XRS:[pb15];htru_pks;
2012;J1832-1021;NAN;NAN;NAN;49459.00;21.587;-0.597;278.17027782;-10.35910417;0.330354;4.20e-15;474.14;0.01;3.40;1.90;NAN;4.690;-0.049;1.725;4.139;NAN;jb2,htru_pks,pks70,pksmb;
2013;J1832-28;NAN;NAN;NAN;51064.30;5.142;-8.897;278.12500000;-28.71666667;0.199300;NAN;127.00;NAN;NAN;NAN;NAN;8.167;-1.263;0.723;0.464;NAN;pkssw;
2014;J1833-0209;NAN;NAN;NAN;56614.00;28.918;3.094;278.27254583;-2.15455556;0.291931;2.75e-15;326.10;NAN;NAN;0.06;NAN;13.414;0.724;6.477;-3.224;NAN;htru_pks,fast_gpps;
2015;J1833-0338;-17.340;15.000;0.400;56000.00;27.657;2.272;278.42456042;-3.65118278;0.686733;4.16e-14;234.54;0.00;89.00;2.80;NAN;2.300;0.091;1.067;6.464;NAN;jb1,gb3,htru_pks,mol2,pks70,pksmb;
2016;J1833-0556;NAN;NAN;NAN;52166.00;25.623;1.232;278.41200000;-5.93472222;1.521545;1.27e-15;461.00;NAN;NAN;0.20;NAN;9.389;0.202;4.059;0.036;NAN;pksmb,htru_pks;
2017;J1833-0559;NAN;NAN;NAN;51719.00;25.514;1.321;278.28166667;-5.99027778;0.483459;1.23e-14;346.70;0.18;NAN;0.60;NAN;6.829;0.157;2.941;2.339;NAN;pksmb,htru_pks;
2018;J1833-0827;-33.491;1.829;NAN;55402.00;23.386;0.063;278.41778333;-8.45877778;0.085288;9.18e-15;410.95;0.01;NAN;6.90;NAN;4.500;0.005;1.786;4.370;XRS:PWN[eit+11];jb2,htru_pks,pksmb;
2019;J1833-0831;NAN;NAN;NAN;55274.00;23.340;0.020;278.43487500;-8.51880556;7.565408;3.43e-12;NAN;NAN;NAN;NAN;NAN;NAN;0.000;0.000;8.500;XRS:SGR_1833-0832;misc;
2020;J1833-1034;NAN;NAN;NAN;54575.00;21.501;-0.885;278.38987500;-10.56875000;0.061884;2.02e-13;169.50;NAN;NAN;0.07;NAN;4.100;-0.063;1.503;4.686;GRS:4FGL_J1833.5-1033[aab+22],SNR:G21.5-;misc;
2021;J1833-1055;NAN;NAN;NAN;51360.00;21.231;-1.140;278.49333333;-10.92527778;0.633640;5.27e-16;543.00;NAN;NAN;0.50;NAN;7.698;-0.153;2.787;1.326;NAN;pksmb,htru_pks;
2022;J1833-6023;NAN;NAN;NAN;43558.87;334.827;-21.195;278.31166667;-60.38444444;1.889436;2.70e-16;35.00;NAN;5.50;1.46;NAN;1.336;-0.483;-0.530;7.373;NAN;mol2,pks70,pkssw;
2023;J1834+10;NAN;NAN;NAN;NAN;40.638;8.608;278.61250000;10.73333333;1.172719;NAN;78.48;NAN;NAN;NAN;NAN;4.116;0.616;2.650;5.412;NAN;ar4,ar327,fast_gpps;
2024;J1834-0031;NAN;NAN;NAN;53030.00;30.570;3.449;278.71288750;-0.52619444;0.329532;4.49e-16;155.10;NAN;NAN;0.17;NAN;4.675;0.281;2.373;4.482;NAN;pksmb;
2025;J1834-0426;NAN;NAN;NAN;49714.00;27.042;1.749;278.60667774;-4.43773271;0.290108;7.19e-17;79.31;0.00;77.00;19.69;NAN;2.490;0.076;1.132;6.283;NAN;jb1,gb2,gb3,htru_pks,lotaas,mol2,pk;
2026;J1834-0602;NAN;NAN;NAN;51704.00;25.640;0.965;278.65820833;-6.04305556;0.487914;1.83e-15;445.00;NAN;NAN;0.80;NAN;6.337;0.107;2.742;2.788;NAN;pksmb,htru_pks;
2027;J1834-0633;NAN;NAN;NAN;52333.00;25.173;0.763;278.62187500;-6.55030556;0.317315;6.04e-16;707.00;NAN;NAN;0.28;NAN;8.355;0.111;3.553;0.939;NAN;pksmb,htru_pks;
2028;J1834-0731;NAN;NAN;NAN;55376.00;24.288;0.366;278.56654167;-7.51831389;0.512995;5.82e-14;288.30;0.12;NAN;1.30;NAN;4.071;0.026;1.674;4.789;NAN;pksmb,htru_pks;
2029;J1834-0742;NAN;NAN;NAN;52145.00;24.151;0.223;278.63050000;-7.70572222;0.788354;3.25e-14;552.00;NAN;NAN;0.35;NAN;4.909;0.019;2.008;4.021;NAN;pksmb,htru_pks;
2030;J1834-0812;NAN;NAN;NAN;55253.34;23.709;0.001;278.62416667;-8.20000000;0.491142;9.96e-15;1020.00;NAN;NAN;NAN;NAN;5.953;0.000;2.394;3.049;NAN;misc;
2031;J1834-0845;NAN;NAN;NAN;55783.00;23.250;-0.341;278.71715833;-8.76556111;2.482302;7.96e-12;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;0.000;8.500;XRS:CXOU_J183452.1-084556,SNR:W41(?),GRS;misc;
2032;J1834-09;NAN;NAN;NAN;56657.00;22.789;-0.505;278.65000000;-9.25000000;0.512327;NAN;529.00;NAN;NAN;0.17;NAN;4.851;-0.043;1.879;4.028;NAN;htru_pks;
2033;J1834-1202;NAN;NAN;NAN;52366.00;20.287;-1.743;278.59633333;-12.04066667;0.610259;6.74e-18;342.40;NAN;NAN;0.70;NAN;6.117;-0.186;2.120;2.765;NAN;pksmb,htru_pks;
2034;J1834-1710;NAN;NAN;NAN;51892.00;15.768;-4.206;278.72250417;-17.18055556;0.358306;4.69e-17;123.80;NAN;NAN;0.70;NAN;3.406;-0.250;0.923;5.231;NAN;pksmb,htru_pks;
2035;J1834-1855;NAN;NAN;NAN;53108.00;14.189;-4.977;278.69141667;-18.93305556;1.465656;1.93e-15;185.20;NAN;NAN;0.39;NAN;8.116;-0.704;1.982;0.661;NAN;pksmb,htru_pks;
2036;J1835-0349;NAN;NAN;NAN;53125.00;27.681;1.858;278.80394167;-3.81941667;0.841865;3.06e-15;269.60;NAN;NAN;0.16;NAN;5.510;0.179;2.558;3.623;NAN;pksmb;
2037;J1835-0522;NAN;NAN;NAN;52331.00;26.296;1.164;278.78383333;-5.36888889;1.087749;4.73e-16;456.00;NAN;NAN;0.23;NAN;8.790;0.179;3.893;0.621;NAN;pksmb,htru_pks;
2038;J1835-0600;NAN;NAN;NAN;57733.00;25.758;0.829;278.83437500;-6.00000000;2.221787;8.43e-15;780.00;NAN;NAN;NAN;NAN;10.639;0.154;4.623;-1.081;NAN;htru_pks;
2039;J1835-0643;NAN;NAN;NAN;49533.00;25.093;0.552;278.77317417;-6.71843330;0.305830;4.05e-14;464.80;0.11;NAN;2.30;NAN;5.021;0.048;2.129;3.953;NAN;jb2,htru_pks,pksmb;
2040;J1835-0847;NAN;NAN;NAN;57653.00;23.331;-0.548;278.94050000;-8.78888889;0.846494;4.85e-16;850.00;NAN;NAN;0.40;NAN;6.143;-0.059;2.433;2.860;NAN;htru_pks;
2041;J1835-0924;NAN;NAN;NAN;51720.00;22.767;-0.804;278.90841667;-9.40750000;0.859192;2.14e-14;471.00;NAN;NAN;0.55;NAN;5.043;-0.071;1.951;3.850;NAN;pksmb,htru_pks;
2042;J1835-09242;NAN;NAN;NAN;56394.00;22.739;-0.744;278.84092500;-9.40441667;0.235249;1.18e-17;500.00;NAN;NAN;NAN;NAN;5.062;-0.066;1.956;3.832;NAN;htru_pks;
2043;J1835-0928;NAN;NAN;NAN;56395.00;22.684;-0.774;278.84258333;-9.46722222;0.621734;9.69e-16;450.00;NAN;NAN;NAN;NAN;4.881;-0.066;1.882;3.997;NAN;htru_pks;
2044;J1835-0944;NAN;NAN;NAN;55130.00;22.487;-0.989;278.94438750;-9.74088889;0.145347;4.38e-15;276.20;NAN;NAN;0.60;NAN;4.215;-0.073;1.612;4.606;NAN;pksmb,htru_pks;
2045;J1835-0946;NAN;NAN;NAN;53663.00;22.451;-0.999;278.93691667;-9.77722222;0.379536;4.32e-17;193.30;NAN;NAN;0.18;NAN;3.633;-0.063;1.387;5.143;NAN;pksmb,htru_pks;
2046;J1835-1020;25.000;4.000;NAN;54369.00;21.980;-1.302;278.98991000;-10.33458333;0.302450;5.92e-15;115.90;0.00;NAN;1.90;NAN;2.909;-0.066;1.089;5.803;NAN;pksmb,gbncc,htru_pks;
2047;J1835-1106;27.000;56.000;NAN;55429.00;21.222;-1.513;278.82670833;-11.10447222;0.165918;2.06e-14;132.68;0.00;30.00;2.50;NAN;3.159;-0.083;1.143;5.556;NAN;pks70,htru_pks,pksmb;
2048;J1835-1548;NAN;NAN;NAN;53140.00;17.094;-3.784;278.95970833;-15.81055556;0.670486;1.74e-15;327.00;NAN;NAN;0.06;NAN;19.573;-1.292;5.741;-10.168;NAN;pksmb;
2049;J1835-3259A;-5.480;-4.270;0.119;55196.00;1.532;-11.371;278.93333333;-32.99027778;0.003889;NAN;63.35;NAN;NAN;NAN;NAN;9.460;-1.865;0.248;-0.771;GC:NGC6652[drr11];misc;
2050;J1836+0915;NAN;NAN;NAN;59274.00;39.509;7.544;279.07913125;9.26046111;0.541178;1.46e-17;36.30;NAN;NAN;0.05;NAN;1.366;0.179;0.862;7.455;NAN;fast_crafts,fast_gpps;
2051;J1836+51;NAN;NAN;NAN;NAN;79.890;23.083;279.00000000;51.00000000;0.692000;NAN;44.40;NAN;NAN;NAN;NAN;5.258;2.061;4.762;7.651;NAN;gbncc;
2052;J1836+5925;NAN;NAN;NAN;56338.00;88.875;24.999;279.05697500;59.42504167;0.173264;1.50e-15;NAN;NAN;NAN;NAN;NAN;0.300;0.127;0.272;8.495;GRS:4FGL_J1836.2+5925[aab+22],XRS:RX_J18;FermiBlind;
2053;J1836-0436;-2.602;11.852;NAN;49532.00;27.167;1.130;279.21579339;-4.61046591;0.354237;1.66e-15;231.50;0.00;NAN;2.00;NAN;4.356;0.086;1.989;4.625;NAN;jb2,htru_pks,pksmb;
2054;J1836-0517;NAN;NAN;NAN;52156.00;26.510;0.915;279.10500000;-5.29305556;0.457245;1.30e-15;564.00;NAN;NAN;0.15;NAN;8.312;0.133;3.710;1.063;NAN;pksmb;
2055;J1836-1008;18.000;0.000;NAN;48880.00;22.263;-1.415;279.22469117;-10.13565277;0.562711;1.18e-14;316.98;0.00;54.00;4.80;NAN;5.365;-0.133;2.032;3.536;NAN;mol2,htru_pks,pks70,pksmb;
2056;J1836-11;NAN;NAN;NAN;56657.00;21.153;-1.768;279.02500000;-11.28333333;0.496193;NAN;326.00;NAN;NAN;0.12;NAN;6.066;-0.187;2.188;2.845;NAN;htru_pks;
2057;J1836-1324;NAN;NAN;NAN;53277.00;19.348;-2.910;279.21786250;-13.40933333;0.178756;1.04e-15;157.33;NAN;NAN;0.10;NAN;3.638;-0.185;1.204;5.072;NAN;pksmb,htru_pks;
2058;J1836-2354B;9.850;-5.620;0.306;55000.00;9.890;-7.554;279.10146250;-23.90797222;0.003232;-4.80e-22;93.30;NAN;NAN;0.04;0.04;3.300;-0.434;0.562;5.277;GC:M22(NGC6656);misc;
2059;J1837+0033g;NAN;NAN;NAN;59477.00;31.864;3.316;279.42125000;0.56280556;0.418131;2.27e-17;187.40;NAN;NAN;0.03;NAN;5.504;0.318;2.901;3.833;NAN;fast_gpps;
2060;J1837+0053;NAN;NAN;NAN;53094.00;32.129;3.511;279.36854167;0.88694444;0.473513;3.77e-17;122.50;NAN;NAN;0.34;NAN;4.219;0.258;2.240;4.934;NAN;pksmb,fast_gpps;
2061;J1837+10;NAN;NAN;NAN;NAN;40.947;8.061;279.25000000;10.76666667;1.707000;NAN;54.00;NAN;NAN;NAN;NAN;1.992;0.279;1.293;7.010;NAN;pumps;
2062;J1837+1221;NAN;NAN;NAN;51650.00;42.411;8.738;279.27966667;12.36500000;1.963532;6.20e-15;100.60;NAN;NAN;0.50;NAN;6.603;1.003;4.402;3.681;NAN;pkssw,misc,fast_gpps;
2063;J1837-0045;NAN;NAN;NAN;51019.00;30.675;2.749;279.38397379;-0.75293654;0.617037;1.68e-15;86.90;NAN;10.00;0.50;NAN;3.141;0.151;1.601;5.802;NAN;pks70,gbncc,pksmb,fast_gpps;
2064;J1837-0219;NAN;NAN;NAN;59316.00;29.286;2.009;279.40634583;-2.32533333;0.272349;2.19e-15;306.33;NAN;NAN;0.04;NAN;6.650;0.233;3.251;2.704;NAN;fast_crafts;
2065;J1837-0559;NAN;NAN;NAN;55470.00;26.001;0.379;279.34855000;-5.99127778;0.201064;3.31e-15;319.50;NAN;NAN;0.58;NAN;4.315;0.029;1.892;4.622;NAN;pksmb,htru_pks;
2066;J1837-0604;NAN;NAN;NAN;56524.00;25.960;0.265;279.43145833;-6.08027778;0.096313;4.49e-14;462.00;0.06;NAN;0.75;NAN;4.779;0.022;2.092;4.203;GRS:4FGL_J1837.8-0604[saa+23];pksmb,FermiBlind,htru_pks;
2067;J1837-0653;NAN;NAN;NAN;49480.00;25.191;0.002;279.31104310;-6.88392099;1.905809;7.72e-16;316.10;NAN;NAN;3.50;NAN;4.137;0.000;1.761;4.756;NAN;jb2,htru_pks,pksmb;
2068;J1837-1243;NAN;NAN;NAN;51494.00;19.983;-2.662;279.28920833;-12.73222222;1.876019;3.65e-14;300.00;NAN;NAN;0.17;NAN;8.268;-0.384;2.822;0.738;NAN;pksmb,htru_pks;
2069;J1837-1837;NAN;NAN;NAN;51500.00;14.807;-5.498;279.47604167;-18.61888889;0.618358;5.50e-15;100.74;NAN;NAN;0.40;NAN;3.232;-0.310;0.822;5.390;NAN;pkssw,htru_pks,pksmb;
2070;J1838+0022g;NAN;NAN;NAN;NAN;31.771;3.068;279.60000000;0.36666667;0.005090;NAN;122.60;NAN;NAN;0.03;NAN;4.071;0.218;2.140;5.044;NAN;fast_gpps;
2071;J1838+0027g;NAN;NAN;NAN;NAN;31.824;3.147;279.55416667;0.45000000;0.054130;NAN;205.90;NAN;NAN;0.01;NAN;5.802;0.318;3.055;3.578;NAN;fast_gpps;
2072;J1838+0044g;NAN;NAN;NAN;NAN;32.073;3.283;279.54583333;0.73333333;2.203170;NAN;228.10;NAN;NAN;0.07;NAN;6.862;0.393;3.638;2.695;NAN;fast_gpps;
2073;J1838+1523;NAN;NAN;NAN;56675.00;45.347;9.694;279.69491667;15.39038889;0.549161;2.03e-17;68.26;NAN;NAN;NAN;NAN;3.514;0.592;2.464;6.066;NAN;misc,ar327,fast_gpps;
2074;J1838+1650;NAN;NAN;NAN;51602.00;46.667;10.331;279.67942500;16.83779167;1.901967;2.68e-15;32.95;NAN;2.60;NAN;NAN;1.541;0.276;1.103;7.460;NAN;ar4,lotaas;
2075;J1838+50;NAN;NAN;NAN;NAN;79.823;22.739;279.50000000;50.85000000;2.577223;NAN;21.81;NAN;NAN;NAN;NAN;1.704;0.659;1.547;8.222;NAN;chime;
2076;J1838-01;NAN;NAN;NAN;51869.10;30.550;2.414;279.62500000;-1.01666667;0.183295;NAN;312.00;NAN;NAN;0.30;NAN;7.526;0.317;3.822;2.024;NAN;pksmb,fast_gpps;
2077;J1838-0107;NAN;NAN;NAN;56489.00;30.467;2.327;279.66426250;-1.13017778;0.444426;5.46e-18;270.10;NAN;NAN;0.05;NAN;6.126;0.249;3.104;3.224;NAN;htru_pks,fast_gpps;
2078;J1838-0453;NAN;NAN;NAN;55339.00;27.070;0.708;279.54750000;-4.89036667;0.380866;1.16e-13;617.20;NAN;NAN;0.40;NAN;6.629;0.082;3.017;2.598;NAN;pksmb,htru_pks;
2079;J1838-0537;NAN;NAN;NAN;56251.00;26.508;0.209;279.73341667;-5.61916667;0.145754;4.51e-13;NAN;NAN;NAN;NAN;NAN;NAN;0.000;0.000;8.500;GRS:4FGL_J1838.9-0537[aab+22];FermiBlind;
2080;J1838-0549;NAN;NAN;NAN;55473.00;26.295;0.183;279.65860417;-5.82002778;0.235311;3.34e-14;276.60;NAN;NAN;0.42;NAN;4.061;0.013;1.799;4.859;NAN;pksmb,htru_pks;
2081;J1838-0624;NAN;NAN;NAN;51875.00;25.792;-0.140;279.71575000;-6.41500000;0.927178;7.74e-17;424.00;NAN;NAN;0.16;NAN;4.545;-0.011;1.978;4.408;NAN;pksmb;
2082;J1838-0655;NAN;NAN;NAN;54522.00;25.246;-0.196;279.51304167;-6.92594444;0.070498;4.92e-14;NAN;NAN;NAN;NAN;NAN;6.600;-0.023;2.815;2.530;XRS:AX_J1838.0-0655,GRS:HESS_J1837-069;misc;
2083;J1838-1046;NAN;NAN;NAN;51493.00;21.862;-2.049;279.61033333;-10.78250000;1.218354;3.08e-15;209.30;NAN;NAN;0.50;NAN;4.135;-0.148;1.539;4.665;NAN;pksmb,gbncc,htru_pks;
2084;J1838-1849;NAN;NAN;NAN;55991.90;14.686;-5.734;279.64079167;-18.83305556;0.488242;4.00e-17;169.90;NAN;NAN;0.40;NAN;8.397;-0.839;2.118;0.418;NAN;pksmb;
2085;J1839-0141;NAN;NAN;NAN;55467.00;30.014;1.965;279.77910333;-1.69888889;0.933266;5.94e-15;293.20;NAN;NAN;NAN;NAN;6.074;0.208;3.036;3.244;NAN;pksmb;
2086;J1839-0223;NAN;NAN;NAN;56488.00;29.500;1.461;279.99180000;-2.38597222;1.266790;4.76e-15;336.80;NAN;NAN;0.11;NAN;6.228;0.159;3.066;3.081;NAN;htru_pks,fast_gpps;
2087;J1839-0321;NAN;NAN;NAN;55522.00;28.601;1.095;279.90633333;-3.35300000;0.238782;1.25e-14;450.50;0.01;NAN;0.27;NAN;7.850;0.150;3.757;1.609;NAN;pksmb;
2088;J1839-0332;NAN;NAN;NAN;56491.00;28.462;0.934;279.98576250;-3.54961111;2.675682;4.76e-15;195.10;NAN;NAN;NAN;NAN;4.042;0.066;1.926;4.947;NAN;htru_pks;
2089;J1839-0402;NAN;NAN;NAN;51487.00;28.016;0.730;279.96275000;-4.04025000;0.520940;7.69e-15;236.60;NAN;NAN;0.21;NAN;4.230;0.054;1.987;4.766;NAN;pksmb,htru_pks;
2090;J1839-0436;NAN;NAN;NAN;53190.00;27.407;0.654;279.75026667;-4.61597222;0.149461;8.10e-16;292.70;NAN;NAN;0.23;NAN;4.483;0.051;2.063;4.520;NAN;pksmb,htru_pks;
2091;J1839-0459;NAN;NAN;NAN;51426.00;27.147;0.321;279.92757917;-4.99966667;0.585319;3.31e-15;237.00;NAN;NAN;0.30;NAN;3.945;0.022;1.800;4.990;NAN;pksmb,htru_pks;
2092;J1839-0627;NAN;NAN;NAN;51361.00;25.807;-0.266;279.83525000;-6.45944444;0.484914;1.32e-16;92.49;NAN;NAN;0.29;NAN;2.531;-0.012;1.102;6.221;NAN;pksmb,gbncc,htru_pks;
2093;J1839-0643;NAN;NAN;NAN;51368.00;25.547;-0.350;279.79084583;-6.72922222;0.449548;3.64e-15;493.50;0.05;NAN;1.60;NAN;4.804;-0.029;2.072;4.166;NAN;pksmb,htru_pks;
2094;J1839-0905;NAN;NAN;NAN;54979.00;23.533;-1.591;279.97275000;-9.08725000;0.418975;2.60e-14;344.50;NAN;NAN;0.22;NAN;6.827;-0.190;2.725;2.243;NAN;pksmb,htru_pks;
2095;J1839-1238;NAN;NAN;NAN;53035.00;20.347;-3.180;279.93211667;-12.64463889;1.911428;4.95e-15;169.80;NAN;NAN;0.37;NAN;3.976;-0.221;1.380;4.778;NAN;pksmb,htru_pks;
2096;J1840+0012g;NAN;NAN;NAN;NAN;31.899;2.454;280.20416667;0.20000000;0.005340;NAN;100.90;NAN;NAN;0.17;NAN;3.515;0.151;1.856;5.519;NAN;fast_gpps;
2097;J1840+0214;NAN;NAN;NAN;53129.00;33.696;3.443;280.14202917;2.24852778;0.797478;8.29e-15;182.40;NAN;NAN;0.07;NAN;5.846;0.351;3.237;3.645;NAN;pksmb,fast_gpps;
2098;J1840+5640;-31.210;-29.100;0.690;56000.00;86.078;23.819;280.18557167;56.68190333;1.652862;1.49e-15;26.77;0.00;21.00;4.00;NAN;1.580;0.638;1.442;8.401;NAN;misc,gb4,gbncc,lotaas;
2099;J1840-0245g;NAN;NAN;NAN;NAN;29.207;1.236;280.05833333;-2.75000000;1.502000;NAN;277.00;NAN;NAN;NAN;NAN;5.020;0.108;2.449;4.119;NAN;fast_gpps;
2100;J1840-0445;NAN;NAN;NAN;57053.00;27.486;0.203;280.18958333;-4.75222222;0.422316;1.13e-14;379.00;NAN;NAN;0.37;NAN;4.557;0.016;2.103;4.457;NAN;htru_pks;
2101;J1840-0559;NAN;NAN;NAN;52418.00;26.345;-0.281;280.09658333;-5.98783333;0.859368;9.60e-15;319.10;0.02;NAN;0.31;NAN;4.225;-0.021;1.875;4.714;NAN;pksmb,htru_pks;
2102;J1840-0626;NAN;NAN;NAN;54211.20;25.933;-0.461;280.06795833;-6.43761111;1.893353;2.30e-14;748.00;NAN;NAN;0.16;NAN;5.728;-0.046;2.505;3.349;NAN;pksmb;
2103;J1840-0753;NAN;NAN;NAN;54803.90;24.698;-1.242;280.19833333;-7.89222222;0.437869;1.00e-16;691.00;NAN;NAN;0.37;NAN;14.291;-0.310;5.970;-4.481;NAN;pksmb,htru_pks;
2104;J1840-0809;NAN;NAN;NAN;57600.00;24.441;-1.308;280.13902083;-8.15100556;0.955673;2.35e-15;349.80;NAN;NAN;2.50;NAN;5.745;-0.131;2.376;3.271;NAN;pksmb,htru_pks;
2105;J1840-0815;NAN;NAN;NAN;57600.00;24.314;-1.283;280.05731667;-8.25246667;1.096441;2.43e-15;233.20;NAN;NAN;1.90;NAN;4.195;-0.094;1.727;4.678;NAN;pksmb,htru_pks;
2106;J1840-0840;NAN;NAN;NAN;53278.00;24.010;-1.616;280.21625000;-8.67472222;5.309377;2.37e-14;285.20;NAN;NAN;1.72;NAN;5.450;-0.154;2.217;3.524;NAN;pksmb,gbncc,htru_pks;
2107;J1840-1122;NAN;NAN;NAN;52287.00;21.559;-2.745;280.10027500;-11.36963889;0.940962;6.41e-15;311.00;NAN;NAN;0.13;NAN;9.981;-0.478;3.663;-0.772;NAN;pksmb,htru_pks;
2108;J1840-1207;NAN;NAN;NAN;53038.00;20.940;-3.197;280.22409167;-12.12572222;0.754470;3.20e-15;290.90;NAN;NAN;0.22;NAN;10.765;-0.600;3.841;-1.538;NAN;pksmb,htru_pks;
2109;J1840-1419;NAN;NAN;NAN;55074.90;18.944;-4.119;280.13766667;-14.31847222;6.597563;6.35e-15;19.40;NAN;NAN;NAN;NAN;0.721;-0.052;0.233;7.820;NAN;pksmb;
2110;J1841+0912;-12.000;38.000;NAN;48266.00;40.078;6.278;280.48316578;9.20204287;0.381319;1.09e-15;49.10;0.00;20.00;1.70;NAN;1.663;0.182;1.064;7.235;NAN;mol2,ar3,gb3,gb4,lotaas,pkssw,fast_;
2111;J1841-0157;NAN;NAN;NAN;52163.00;30.099;1.216;280.48419583;-1.96516667;0.663321;1.81e-14;475.00;NAN;NAN;0.81;NAN;7.930;0.168;3.976;1.641;NAN;pksmb,htru_pks,fast_gpps;
2112;J1841-0310;NAN;NAN;NAN;52353.00;28.968;0.776;280.35787500;-3.17250000;1.657656;3.35e-16;216.00;NAN;NAN;0.15;NAN;4.170;0.057;2.019;4.852;NAN;pksmb,htru_pks;
2113;J1841-0345;NAN;NAN;NAN;51646.00;28.424;0.437;280.41116667;-3.81183333;0.204068;5.79e-14;194.32;0.00;NAN;2.07;NAN;3.776;0.029;1.797;5.179;NAN;misc,htru_pks,pksmb;
2114;J1841-04;NAN;NAN;NAN;NAN;27.490;0.090;280.29166667;-4.80000000;NAN;NAN;29.00;NAN;NAN;NAN;NAN;0.993;0.002;0.458;7.619;NAN;misc;
2115;J1841-0425;9.483;-6.788;NAN;53900.00;27.818;0.279;280.27359583;-4.42208333;0.186149;6.39e-15;325.49;0.00;2.60;3.30;NAN;4.399;0.021;2.053;4.609;NAN;jb2,htru_pks,pksmb;
2116;J1841-0456;NAN;NAN;NAN;55585.00;27.387;-0.007;280.33059583;-4.93643333;11.788978;4.09e-11;NAN;NAN;NAN;NAN;NAN;9.600;-0.001;4.416;-0.024;SNR:Kes73,XRS:1E_1841-045;misc;
2117;J1841-0500;NAN;NAN;NAN;56573.00;27.323;-0.034;280.32558333;-5.00541667;0.912916;3.48e-14;532.00;4.12;NAN;NAN;5.40;4.969;-0.003;2.281;4.085;NAN;misc,htru_pks;
2118;J1841-0524;NAN;NAN;NAN;55372.00;27.024;-0.333;280.45550000;-5.40819444;0.445810;2.33e-13;284.50;NAN;NAN;0.20;NAN;4.125;-0.024;1.874;4.825;GRS:[sbc+19];pksmb,FermiAssoc,htru_pks;
2119;J1841-1404;NAN;NAN;NAN;53173.00;19.277;-4.227;280.39291667;-14.07194444;1.334557;6.41e-16;267.00;NAN;NAN;0.18;NAN;14.207;-1.047;4.678;-4.874;NAN;pksmb;
2120;J1841-7845;NAN;NAN;NAN;53150.00;315.460;-26.082;280.35791667;-78.75416667;0.353603;1.60e-16;41.00;NAN;NAN;0.40;NAN;2.459;-1.081;-1.549;6.926;NAN;pkssw;
2121;J1842+0114g;NAN;NAN;NAN;NAN;32.979;2.614;280.55416667;1.23333333;4.140000;NAN;307.00;NAN;NAN;NAN;NAN;7.884;0.360;4.287;1.893;NAN;fast_gpps;
2122;J1842+0257;NAN;NAN;NAN;53040.00;34.558;3.336;280.62887500;2.96633333;3.088256;2.96e-14;148.10;NAN;NAN;0.26;NAN;5.039;0.293;2.853;4.357;NAN;pksmb,gbncc,fast_gpps;
