#;NAME;;PSRJ;;PMRA;;;PMDEC;;;PX;;;POSEPOCH;;Gl;Gb;RAJD;;DECJD;;P0;;;P1;;;DM;;;W50;;;W10;;;TAU_SC;;;S400;;;S1400;;;S2000;;;DIST;DIST_DM;;ZZ;XX;YY;ASSOC;;SURVEY;PSR;
;;;;;(mas/yr);;;(mas/yr);;;(mas);;;(MJD);;(deg);(deg);(deg);;(deg);;(s);;;;;;(cm^-3pc);;;(ms);;;(ms);;;(s);;;(mJy);;;(mJy);;;(mJy);;;(kpc);(kpc);;(kpc);(kpc);(kpc);;;;TYPE;
1439;J1706-4434;ccb+20;J1706-4434;ccb+20;NAN;0;*;NAN;0;*;NAN;0;*;57416.00;*;342.672;-2.264;256.59660;3.8e-05;-44.57500;5.6e-05;0.429922423250;6.0e-12;ccb+20;2.578E-15;2.0e-18;ccb+20;467.0;6.0e-01;ccb+20;11.8;0;ccb+20;21.6;0;ccb+20;NAN;0;*;NAN;0;*;0.19;2.0e-02;ccb+20;NAN;0;*;19.449;19.449;ymw17;-0.768;-5.788;-10.052;NAN;0;htru_pks;NAN;
1440;J1706-6118;ebvb01;J1706-6118;ebvb01;NAN;0;*;NAN;0;*;NAN;0;*;53000.00;*;329.053;-12.152;256.54081;2.5e-05;-61.30325;2.8e-05;0.3619213249276;1.5e-12;jbo+09;2.9213E-16;4.0e-20;jbo+09;76.13;6.0e-02;jbo+09;2.5;0;pkj+21;5.3;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.394;3.394;ymw17;-0.714;-1.706;5.654;NAN;0;pkssw,htru_pks;NAN;
1441;J1707+35;scb+19;J1707+35;scb+19;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;59.261;35.784;256.75;5.0e-02;35.93;5.0e-02;0.1598;0;dmo+24;NAN;0;*;19.24;0;dmo+24;5.2;0;dmo+24;14.9;0;dmo+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.680;1.680;ymw17;0.982;1.171;7.803;NAN;0;lotaas,ar327;NAN;
1442;B1703-40;jlm+92;J1707-4053;jlm+92;NAN;0;*;NAN;0;*;NAN;0;*;57600;lbs+20;345.718;-0.197;256.84075;8.3e-05;-40.8986;2.5e-04;0.581017695716;7.0e-12;lbs+20;1.92023E-15;1.7e-19;lbs+20;351.78;8.0e-02;okp+21;30.7;0;jk18;79;0;hfs+04;0.0952;2.0e-04;okp+21;NAN;0;*;10;2.0e+00;jk18;NAN;0;*;4.000;3.887;ymw17;-0.014;-0.987;4.624;NAN;0;pks1,htru_pks,pksmb;NAN;
1443;J1707-4341;kbm+03;J1707-4341;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;343.521;-1.915;256.917121;7.5e-06;-43.686587;1.4e-05;0.8905982927635;4.0e-13;kjk+24;5.69352E-15;3.0e-20;kjk+24;398.44999382195398555;0;kjk+24;9.6;0;pkj+21;28;0;pkj+21;NAN;0;*;NAN;0;*;0.46;6.0e-02;kbm+03;NAN;0;*;13.019;13.019;ymw17;-0.435;-3.691;-3.977;NAN;0;pksmb,htru_pks,misc;NAN;
1444;J1707-4417;kle+10;J1707-4417;kle+10;NAN;0;*;NAN;0;*;NAN;0;*;54999.00;*;343.041;-2.278;256.92254;1.2e-04;-44.2886;2.8e-04;5.7637770030;4.0e-10;kkl+11;1.165E-14;2.0e-17;kkl+11;380;1.0e+01;kkl+11;242;0;pkj+21;287;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;14.055;14.055;ymw17;-0.559;-4.097;-4.933;NAN;0;pksmb;RRAT;
1445;J1707-4729;kbm+03;J1707-4729;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;340.424;-4.136;256.8149;4.6e-04;-47.4932;7.5e-04;0.26647470697;1.0e-10;kjk+24;1.557E-15;4.0e-18;kjk+24;268.29999583995546319;0;kjk+24;6.2;0;pkj+21;42;0;pkj+21;NAN;0;*;NAN;0;*;2.4;5.0e-01;jk18;NAN;0;*;12.836;12.836;ymw17;-0.926;-4.290;-3.563;NAN;0;pksmb,htru_pks,misc;NAN;
1446;J1708+02;mbc+19;J1708+02;mbc+19;NAN;0;*;NAN;0;*;NAN;0;*;56631.00;*;22.265;23.582;257.16250;0;1.80167;0;0.410772;0;mbc+19;NAN;0;*;29;0;mbc+19;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.454;1.454;ymw17;0.582;0.505;7.267;NAN;0;htru_pks;NAN;
1447;J1708-3426;mld+96;J1708-3426;mld+96;NAN;0;*;NAN;0;*;NAN;0;*;57600;lbs+20;351.083;3.407;257.24079;4.2e-05;-34.44556;1.7e-04;0.69211569600;3.0e-11;lbs+20;4.20713E-15;1.0e-19;lbs+20;188.7;2.0e-01;mss+20;21.0;0;jk18;35;0;hfs+04;0.00087;9.0e-05;kmn+15;36;0;mld+96;2.0;4.0e-01;jk18;NAN;0;*;4.638;4.638;ymw17;0.276;-0.718;3.926;NAN;0;pks70,gbncc,htru_pks,pksmb;NAN;
1448;J1708-3641;ncb+15;J1708-3641;ncb+15;NAN;0;*;NAN;0;*;NAN;0;*;56047.00;*;349.235;2.130;257.14963;1.2e-04;-36.6893;3.9e-04;0.587566793839;1.4e-11;ncb+15;1.349E-16;5.0e-19;ncb+15;316;3.0e+00;ncb+15;15;0;pkj+21;78.3;0;ncb+15;NAN;0;*;NAN;0;*;0.12;0;ncb+15;NAN;0;*;11.312;11.312;ymw17;0.420;-2.111;-2.605;NAN;0;htru_pks;NAN;
1449;J1708-38;sbb+24;J1708-38;sbb+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;348.165;1.260;257.23;1.2e-01;-38.07;1.2e-01;0.6698359;1.3e-06;sbb+24;NAN;0;*;526;6.0e+00;sbb+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;13.886;13.886;ymw17;0.305;-2.847;-5.088;NAN;0;htru_pks;NAN;
1450;J1708-3827;kbm+03;J1708-3827;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;51401.00;*;347.776;1.123;257.069;2.5e-03;-38.460;4.2e-03;1.2257819960;7.0e-10;kbm+03;8.6E-15;5.0e-16;kbm+03;788;3.0e+00;kbm+03;40;0;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;0.42;5.0e-02;kbm+03;NAN;0;*;20.597;20.597;ymw17;0.404;-4.360;-11.626;NAN;0;pksmb,htru_pks;NAN;
1451;J1708-4008;snt+97;J1708-4008;snt+97;NAN;0;*;NAN;0;*;NAN;0;*;55567.00;*;346.481;0.036;257.1953;2.9e-04;-40.14790;1.9e-04;11.0062624;7.0e-07;dk14;1.960E-11;1.0e-13;dk14;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.800;NAN;*;0.002;-0.888;4.805;XRS:RXSJ170849.0-400910;0;misc;AXP,NRAD;
1452;J1708-4522;hfs+04;J1708-4522;hfs+04;NAN;0;*;NAN;0;*;NAN;0;*;52158.00;*;342.220;-3.006;257.0538;2.5e-04;-45.3808;8.3e-04;1.29783683782;7.0e-11;hfs+04;2.612E-15;7.0e-18;hfs+04;454;3.0e+00;hfs+04;17;0;hfs+04;37;0;hfs+04;NAN;0;*;NAN;0;*;0.22;3.0e-02;hfs+04;NAN;0;*;23.090;23.090;ymw17;-1.211;-7.041;-13.457;NAN;0;pksmb,htru_pks;NAN;
1453;J1708-52;bcm+16;J1708-52;bcm+16;NAN;0;*;NAN;0;*;NAN;0;*;56657.00;*;336.854;-6.911;257.0;1.0e+00;-52.0;6.7e-01;0.44962;0;bcm+16;NAN;0;*;102.6;0;bcm+16;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.295;3.295;ymw17;-0.396;-1.286;5.492;NAN;0;ghrss;NAN;
1454;B1701-75;mlt+78;J1708-7539;mlt+78;NAN;0;*;NAN;0;*;NAN;0;*;43565.10;*;316.676;-20.221;257.010;2.1e-03;-75.6564;8.3e-04;1.1910239966;8.0e-10;nmc81;1.88E-15;4.0e-17;nmc81;37;5.0e+00;nmc81;25;0;tml93;45;0;tml93;NAN;0;*;2.5;0;tml93;0.747;1.3e-02;xwh+19;NAN;0;*;1.322;1.322;ymw17;-0.457;-0.851;7.598;NAN;0;mol2,pkssw;NAN;
1455;J1709-0333;cbb+23;J1709-0333;cbb+23;NAN;0;*;NAN;0;*;NAN;0;*;59694;bnc+24;17.370;20.718;257.4;-nan;-3.5553472;1.4e-06;0.0035240120216908;8.0e-16;bnc+24;1.875E-21;7.0e-24;bnc+24;35.791;6.0e-03;bnc+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.214;0.214;ymw17;0.076;0.060;8.309;NAN;0;meerkat_trapum;,HE[bnc+24];
1456;B1706-16;lvw69b;J1709-1640;lvw69b;-2.0;1.0e+00;kjk+24;47;1.0e+01;kjk+24;NAN;0;*;59400;kjk+24;5.774;13.657;257.36007;2.3e-05;-16.68299;1.6e-04;0.653060721387;6.0e-12;kjk+24;6.2910E-15;6.0e-19;kjk+24;24.890999614060124618;0;kjk+24;8.9;0;pkj+21;19;0;pkj+21;8.0E-8;4.0e-08;kl07;47;5.0e+00;lylg95;15;3.0e+00;jk18;NAN;0;*;0.562;0.562;ymw17;0.133;0.055;7.957;NAN;0;mol1,gb2,gb3,htru_pks,misc,mol2,pks70,pkssw;NAN;
1457;J1709-3626;kbm+03;J1709-3626;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;349.578;2.095;257.43816;2.1e-05;-36.43434;8.9e-05;0.4478586307863;9.0e-13;kjk+24;2.26578E-15;7.0e-20;kjk+24;393.87099389295228569;0;kjk+24;18;0;pkj+21;33;0;pkj+21;NAN;0;*;NAN;0;*;0.58;7.0e-02;kbm+03;NAN;0;*;16.109;16.109;ymw17;0.589;-2.912;-7.333;NAN;0;pksmb,htru_pks,misc;NAN;
1458;J1709-3841;mlc+01;J1709-3841;mlc+01;NAN;0;*;NAN;0;*;NAN;0;*;51117.00;*;347.709;0.832;257.3166;7.9e-04;-38.688;2.8e-03;0.58698616319;1.8e-10;mlc+01;7.86E-15;1.1e-16;mlc+01;356;3.0e+00;mlc+01;18;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;0.31;4.0e-02;mlc+01;NAN;0;*;4.300;4.300;ymw17;0.062;-0.915;4.299;NAN;0;pksmb,htru_pks;NAN;
1459;J1709-43;bbj+11;J1709-43;bbj+11;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;343.567;-2.355;257.45;1.6e-01;-43.91;1.2e-01;NAN;0;*;NAN;0;*;228;2.0e+01;bbj+11;3;0;bbj+11;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;4.596;4.596;ymw17;-0.189;-1.299;4.095;NAN;0;htru_pks;RRAT;
1460;J1709-4342;kbm+03;J1709-4342;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;51457.00;*;343.706;-2.193;257.3787;1.7e-03;-43.704;3.6e-03;1.735898235;1.0e-08;kbm+03;8.0E-16;3.0e-16;kbm+03;281;1.4e+01;kbm+03;50;0;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;0.14;2.0e-02;kbm+03;NAN;0;*;6.449;6.449;ymw17;-0.247;-1.808;2.315;NAN;0;pksmb,htru_pks;NAN;
1461;J1709-4401;bbb+12;J1709-4401;bbb+12;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;343.470;-2.406;257.42216;3.5e-05;-44.02028;5.6e-05;0.865238156388;4.0e-12;kjk+24;7.3810E-15;3.0e-19;kjk+24;226.04368208694807174;0;kjk+24;9.3;0;pkj+21;20;0;pkj+21;NAN;0;*;NAN;0;*;0.8;2.0e-01;jk18;NAN;0;*;4.600;4.600;ymw17;-0.193;-1.308;4.094;NAN;0;htru_pks,misc;NAN;
1462;B1706-44;jlm+92;J1709-4429;jlm+92;13;2.0e+00;drk+21;-1.0;2.0e+00;drk+21;NAN;0;*;59400;kjk+24;343.098;-2.686;257.428148;1.4e-05;-44.48567;2.6e-05;0.1025332260307;1.1e-12;kjk+24;9.306555E-14;1.2e-19;kjk+24;75.577094337005936299;0;kjk+24;6.0;0;pkj+21;13;0;pkj+21;NAN;0;*;25;4.0e+00;lml+98;12.1;7.0e-01;jvk+18;NAN;0;*;2.600;2.272;ymw17;-0.122;-0.755;6.015;GRS:4FGL_J1709.7-4429[aab+22],SNR:G343.1-2.3(?)[mop93],GRS:HESS_J1708-443[hok+09];0;pks1,FermiBlind,htru_pks,misc,pks70,pksmb;HE[ghd02],HE[aaa+10m];
1463;J1710+4923;slr+14;J1710+4923;slr+14;-50.4;2.0e-01;lsk+18;-44.7;2.0e-01;lsk+18;NAN;0;*;56850.00;*;75.929;36.449;257.51850454;9.7e-08;49.38652178;6.9e-08;0.00322022839856445;5.0e-17;lsk+18;1.8211E-20;3.0e-24;lsk+18;7.0;0;whx+23;22.2;1.4e+00;whx+23;274.8;1.4e+00;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.500;0.500;ymw17;0.297;0.390;8.402;NAN;0;gbncc,fast_gpps;NAN;
1464;J1710-2616;bbb+12;J1710-2616;bbb+12;NAN;0;*;NAN;0;*;NAN;0;*;55070.00;*;357.859;8.029;257.5204;4.2e-04;-26.276;5.6e-03;0.9541580070;1.0e-09;bbb+12;2.0E-17;2.0e-17;bbb+12;110.0;2.0e-01;mss+20;87.5;0;jk18;96;0;mss+20;NAN;0;*;NAN;0;*;0.9;2.0e-01;jk18;NAN;0;*;5.200;5.200;ymw17;0.726;-0.192;3.355;NAN;0;htru_pks,gbncc;NAN;
1465;J1710-37;ncb+15;J1710-37;ncb+15;NAN;0;*;NAN;0;*;NAN;0;*;56657.00;*;348.808;1.343;257.62;1.2e-01;-37.50;1.2e-01;0.79265922183;3.0e-11;ncb+15;NAN;0;*;346;1.5e+01;ncb+15;61.4;0;ncb+15;105;0;ncb+15;NAN;0;*;NAN;0;*;0.10;0;ncb+15;NAN;0;*;6.085;6.085;ymw17;0.143;-1.181;2.532;NAN;0;htru_pks;NAN;
1466;J1710-3946;sbb+24;J1710-3946;sbb+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;347.013;-0.051;257.70;1.2e-01;-39.772;1.2e-02;0.977337;9.0e-06;sbb+24;NAN;0;*;1198;2.9e+01;sbb+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;7.052;7.052;ymw17;-0.006;-1.585;1.628;NAN;0;htru_pks;NAN;
1467;J1710-4148;kbm+03;J1710-4148;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;51335.00;*;345.330;-1.195;257.59896;1.7e-04;-41.8053;5.6e-04;0.286561228631;1.5e-11;kbm+03;1.02E-16;4.0e-18;kbm+03;461;3.0e+00;kbm+03;13;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;0.31;4.0e-02;kbm+03;NAN;0;*;7.200;7.200;ymw17;-0.150;-1.823;1.536;NAN;0;pksmb,htru_pks;NAN;
1468;B1709-15;dtws85;J1711-1509;dtws85;NAN;0;*;NAN;0;*;NAN;0;*;49907.0;hlk+04;7.417;14.013;257.97942;3.5e-05;-15.16104;1.9e-04;0.8688051661952;9.0e-13;kjk+24;1.10187E-15;1.5e-19;kjk+24;59.879999071548763091;0;kjk+24;11;0;pkj+21;20;0;pkj+21;NAN;0;*;5.9;6.0e-01;lylg95;0.7;2.0e-01;lylg95;NAN;0;*;1.081;1.081;ymw17;0.262;0.135;7.460;NAN;0;gb2,htru_pks,misc,pks70,pkssw;NAN;
1469;J1711-3826;kbm+03;J1711-3826;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;51710.00;*;348.197;0.591;257.9352;3.8e-04;-38.4372;1.4e-03;0.46536464559;7.0e-11;kbm+03;7.413E-15;1.6e-17;kbm+03;376;7.0e+00;kbm+03;24;0;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;0.16;3.0e-02;kbm+03;NAN;0;*;4.146;4.146;ymw17;0.043;-0.848;4.442;NAN;0;pksmb,htru_pks;NAN;
1470;B1707-53;mlt+78;J1711-5350;mlt+78;NAN;0;*;NAN;0;*;NAN;0;*;57600;lbs+20;335.694;-8.461;257.97137;4.2e-05;-53.83842;5.6e-05;0.899232734814;9.0e-12;lbs+20;1.55362E-14;5.0e-19;lbs+20;106.1;7.0e-01;nmc81;12;0;pkj+21;23;0;pkj+21;NAN;0;*;9;0;tml93;0.836;1.9e-02;xwh+19;NAN;0;*;4.498;4.498;ymw17;-0.662;-1.831;4.445;NAN;0;mol2,htru_pks,pks70,pkssw;NAN;
1471;J1712-2715;ebvb01;J1712-2715;ebvb01;NAN;0;*;NAN;0;*;NAN;0;*;51500.00;*;357.325;7.070;258.04879;4.2e-05;-27.2647;5.6e-04;0.255359660118;3.0e-12;ebvb01;1.2793E-15;3.0e-19;ebvb01;91.78;7.0e-02;mss+20;33;0;ebvb01;64;0;ebvb01;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.118;3.118;ymw17;0.384;-0.144;5.409;NAN;0;pkssw,gbncc,htru_pks;NAN;
1472;J1712-391;bri+06;J1712-391;bri+06;NAN;0;*;NAN;0;*;NAN;0;*;51465.00;*;347.260;-0.295;258.15;1.5e-01;-39.72;1.2e-01;0.7781490;1.0e-06;bri+06;NAN;0;*;525;3.0e+00;bri+06;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;4.355;4.355;ymw17;-0.022;-0.960;4.252;NAN;0;misc;NAN;
1473;J1712-392;bri+06;J1712-392;bri+06;NAN;0;*;NAN;0;*;NAN;0;*;51465.00;*;347.260;-0.295;258.15;1.5e-01;-39.72;1.2e-01;0.09252770;1.0e-07;bri+06;NAN;0;*;713;3.0e+00;bri+06;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;4.843;4.843;ymw17;-0.025;-1.068;3.776;NAN;0;misc;NAN;
1474;J1713+7810;scb+19;J1713+7810;scb+19;NAN;0;*;NAN;0;*;NAN;0;*;57773.00;*;110.305;31.461;258.36279;1.2e-04;78.17611;2.2e-05;0.43252593524;3.0e-11;tbc+20;1.14E-16;5.0e-18;tbc+20;36.977;3.0e-03;tbc+20;16.0;1.0e+00;tbc+20;24.0;1.0e+00;tbc+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;4.580;4.580;ymw17;2.390;3.664;9.856;NAN;0;lotaas;NAN;
1475;J1713-3844;kbm+03;J1713-3844;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;51294.00;*;348.101;0.207;258.2596;4.2e-04;-38.741;2.5e-03;1.6001140423;3.0e-10;kbm+03;1.7741E-13;1.3e-16;kbm+03;544;5.0e+00;kbm+03;17;0;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;0.26;4.0e-02;kbm+03;NAN;0;*;4.426;4.426;ymw17;0.016;-0.913;4.169;NAN;0;pksmb,htru_pks;NAN;
1476;J1713-3949;cpkm02;J1713-3949;cpkm02;NAN;0;*;NAN;0;*;NAN;0;*;51465.00;*;347.279;-0.491;258.37;1.5e-01;-39.82;1.2e-01;0.3924514;5.0e-07;bri+06;NAN;0;*;342;2.0e+00;bri+06;12;0;hfs+04;NAN;0;*;NAN;0;*;NAN;0;*;0.35;4.0e-02;hfs+04;NAN;0;*;3.885;3.885;ymw17;-0.033;-0.855;4.710;NAN;0;misc,htru_pks,pksmb;NAN;
1477;J1714-1054;jbo+09;J1714-1054;jbo+09;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;11.487;15.777;258.667130;1.3e-05;-10.90306;5.6e-05;2.088836359593;1.4e-11;kjk+24;1.767E-16;1.4e-18;kjk+24;51.495999201544340417;0;kjk+24;7.5;0;pkj+21;82;0;pkj+21;NAN;0;*;NAN;0;*;0.50;1.0e-01;jk18;NAN;0;*;0.215;0.215;ymw17;0.058;0.041;8.297;NAN;0;pkssw,misc;NAN;
1478;J1714-3810;hg10a;J1714-3810;hg10a;NAN;0;*;NAN;0;*;NAN;0;*;55226.50;*;348.681;0.371;258.5239;5.8e-04;-38.17525;1.7e-04;3.824936;1.7e-05;hg10b;5.88E-11;8.0e-13;hg10b;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;13.200;NAN;*;0.086;-2.591;-4.443;XRS:CXOU_J171405.7-381031,SNR:G348.7+0.3(CTB37B);0;misc;AXP,NRAD;
1479;J1714-3830;plca18;J1714-3830;plca18;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;348.439;0.140;258.58250;0;-38.50639;0;0.08414;0;aab+22;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;NAN;*;0.000;-0.000;8.500;GRS:4FGL_J1714.4-3830[aab+22],SNR:CTB_37A[plca18];0;FermiAssoc;NRAD[plca18];
1480;J1715+46;scb+19;J1715+46;scb+19;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;71.861;35.354;258.95;7.5e-02;46.05;5.0e-02;0.5481;0;scb+19;NAN;0;*;20.7;0;whx+23;10.5;7.0e-01;whx+23;22.2;7.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.866;1.866;ymw17;1.080;1.446;8.026;NAN;0;lotaas,fast_gpps;NAN;
1481;J1715-3247;kel+09;J1715-3247;kel+09;NAN;0;*;NAN;0;*;NAN;0;*;54244.60;*;353.211;3.296;258.8477;4.2e-04;-32.7917;5.6e-04;1.26021405926;8.0e-11;kel+09;9.2E-17;7.0e-18;kel+09;164;3.0e+00;kel+09;60;0;kel+09;NAN;0;*;NAN;0;*;NAN;0;*;0.08;0;kel+09;NAN;0;*;4.047;4.047;ymw17;0.233;-0.478;4.488;NAN;0;pksmb;NAN;
1482;J1715-3700;mlc+01;J1715-3700;mlc+01;NAN;0;*;NAN;0;*;NAN;0;*;51118.00;*;349.757;0.886;258.7902;8.3e-04;-37.001;3.9e-03;0.7796281140;4.0e-10;mlc+01;1.5E-16;5.0e-17;mlc+01;449;1.1e+01;mlc+01;110;0;mlc+01;NAN;0;*;NAN;0;*;NAN;0;*;0.37;5.0e-02;mlc+01;NAN;0;*;5.011;5.011;ymw17;0.077;-0.891;3.569;NAN;0;pksmb,htru_pks;NAN;
1483;J1715-3859;lfl+06;J1715-3859;lfl+06;NAN;0;*;NAN;0;*;NAN;0;*;53097.00;*;348.194;-0.348;258.90787;1.2e-04;-38.9903;2.5e-04;0.92810750775;3.0e-11;lfl+06;4.397E-15;7.0e-18;lfl+06;806.2;6.0e-01;okp+21;86;0;pkj+21;128;0;lfl+06;0.228;9.0e-03;okp+21;NAN;0;*;0.54;0;lfl+06;NAN;0;*;5.158;5.158;ymw17;-0.031;-1.055;3.451;NAN;0;pksmb,htru_pks;NAN;
1484;J1715-3903;kbm+03;J1715-3903;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;55370;psj+19;348.101;-0.320;258.80867;1.7e-04;-39.04919;2.5e-05;0.27849394744;7.0e-11;psj+19;3.74442E-14;1.1e-18;psj+19;314.0;6.0e-01;pkj+13;8.2;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;0.66;5.0e-02;jvk+18;NAN;0;*;3.737;3.737;ymw17;-0.021;-0.770;4.843;NAN;0;pksmb,htru_pks;NAN;
1485;J1715-4034;kbm+03;J1715-4034;kbm+03;NAN;0;*;NAN;0;*;NAN;0;*;57600;lbs+20;346.913;-1.276;258.92050;1.2e-04;-40.5717;2.8e-04;2.07215459758;4.0e-11;lbs+20;3.0327E-15;9.0e-19;lbs+20;254;7.0e+00;kbm+03;77.1;0;jk18;123;0;jbv+19;NAN;0;*;NAN;0;*;1.9;4.0e-01;jk18;NAN;0;*;3.917;3.917;ymw17;-0.087;-0.887;4.686;NAN;0;pksmb,htru_pks;NAN;
1486;J1715-4254;hfs+04;J1715-4254;hfs+04;NAN;0;*;NAN;0;*;NAN;0;*;52278.00;*;344.951;-2.562;258.7939;3.8e-04;-42.9150;1.1e-03;0.57374535892;7.0e-11;hfs+04;8.76E-16;1.0e-17;hfs+04;407;9.0e+00;hfs+04;26;0;hfs+04;NAN;0;*;NAN;0;*;NAN;0;*;0.07;2.0e-02;hfs+04;NAN;0;*;18.769;18.769;ymw17;-0.839;-4.868;-9.607;NAN;0;pksmb;NAN;
1487;J1716+34;aab+22;J1716+34;aab+22;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;58.100;33.702;259.03333;0;34.60306;0;0.00211;0;aab+22;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;NAN;*;0.000;0.000;8.500;GRS:4FGL_J1716.3+3434[aab+22];0;FermiAssoc;NRAD[aab+22];
1488;J1716-3720;mlc+01;J1716-3720;mlc+01;NAN;0;*;NAN;0;*;NAN;0;*;51112.00;*;349.596;0.519;259.0473;2.5e-04;-37.3456;8.3e-04;0.63031371285;6.0e-11;mlc+01;1.7970E-14;1.2e-17;mlc+01;682.7;1.7e+00;mlc+01;14;0;mlc+01;105;0;mlc+01;NAN;0;*;NAN;0;*;0.41;5.0e-02;mlc+01;NAN;0;*;5.373;5.373;ymw17;0.049;-0.970;3.216;NAN;0;pksmb,htru_pks;NAN;
1489;J1716-3811;pbs+23;J1716-3811;pbs+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;348.947;-0.018;259.12342;0;-38.18550;0;0.82912;1.3e-04;pbs+23;NAN;0;*;1219;2.1e+01;pbs+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;8.436;8.436;ymw17;-0.003;-1.617;0.220;NAN;0;mmgps-l;NAN;
1490;J1716-4005;eklk13;J1716-4005;eklk13;NAN;0;*;NAN;0;*;NAN;0;*;54942.80;*;347.418;-1.155;259.17525;1.7e-04;-40.0908;5.6e-04;0.31181276456;4.0e-11;eklk13;2.87E-15;4.0e-17;eklk13;435;3.0e+00;eklk13;13.4;0;jk18;NAN;0;*;NAN;0;*;NAN;0;*;1.79;2.0e-02;jsd+21;NAN;0;*;5.417;5.417;ymw17;-0.109;-1.180;3.214;NAN;0;pksmb,htru_pks;NAN;
1491;J1716-4111;kel+09;J1716-4111;kel+09;NAN;0;*;NAN;0;*;NAN;0;*;54212.20;*;346.529;-1.795;259.18461;2.9e-05;-41.18597;1.7e-04;1.03606727254;3.0e-11;kel+09;2.882E-15;5.0e-18;kel+09;245.8;5.0e-01;kel+09;10;0;pkj+21;33;0;pkj+21;NAN;0;*;NAN;0;*;0.22;0;kel+09;NAN;0;*;4.387;4.387;ymw17;-0.137;-1.021;4.236;NAN;0;pksmb,htru_pks;NAN;
1492;J1716-4711;bbb+12;J1716-4711;bbb+12;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;341.549;-5.155;259.004588;6.7e-06;-47.183569;9.7e-06;0.5558245279814;3.0e-13;kjk+24;8.3315E-16;3.0e-20;kjk+24;287.05999554907795479;0;kjk+24;4.3;0;pkj+21;16;0;pkj+21;NAN;0;*;NAN;0;*;0.30;1.0e-01;jk18;NAN;0;*;21.909;21.909;ymw17;-1.969;-6.906;-12.199;NAN;0;htru_pks,misc;NAN;
