PSRJ,RAJD,RAJD_err,DECJD,DECJD_err,PMRA,PMRA_err,PMDEC,PMDEC_err,PX,PX_err,POSEPOCH,REFERENCE FOR PROPER MOTION,CLASS,ANALYSIS_TYPE,P0,P0_err,P1,P1_err,DM,DM_err,DIST,DIST_DM,BSURF,ASSOC
,[deg],[deg],[deg],[deg],[mas/yr],[mas/yr],[mas/yr],[mas/yr],[mas],[mas],[MJD],(only if different from the ATNF),,,[s],[s],[s/s],[s/s],[cm^-3pc],[cm^-3pc],[kpc],[kpc],[G],
J1804-2717,271.08805453,7.9E-08,-27.2920375,1.1E-06,2.6,0.2,-18,2,NAN,0,55000,Perera+ 2019,PSR,,0.009343030844543,4E-15,4.085E-20,5E-23,24.674,0.005,0.8,0.805,625000000,NAN
J1807-0847,271.9084475,1.7E-06,-8.795353,5.6E-06,-5,4,1,4,NAN,0,48244,,PSR,,0.16372737166367,9E-14,2.87993E-17,4E-22,112.3802,0.0011,1.5,2.7,69500000000,NAN
J1808-2024,272.163904,1.7E-05,-20.411069,1.7E-05,-4.5,1.4,-6.9,2,NAN,0,53254,,MAG,,7.55592,5E-05,5.49E-10,9E-12,NAN,0,13,13,2060000000000000,SNR:G10.0-0.3(?)
J1809-1917,272.429733,8.3E-06,-19.29392,0.00014,-19,6,50,90,NAN,0,55366,,PSR,,0.082755269706,6E-12,2.553016E-14,1.4E-19,197.1,0.4,3.27,3.268,1470000000000,XRS:PWN[kp07]
J1809-1943,272.4628623,1.3E-06,-19.7310921,1.1E-06,-6.6,0.06,-11.7,1,NAN,0,55444,,MAG,,5.540742829,2E-08,2.8281E-12,1.1E-15,178,5,3.6,3.153,127000000000000,XRS:XTE_J1810-197
J1809-2332,272.45937,0.00012,-23.53963,2.8E-05,12,8,-24,6,NAN,0,55770,,Gamma-/X-ray PSR,,0.146788548116,7E-12,3.44207E-14,3E-19,NAN,0,0.88,0.88,2270000000000,GRS:2FGL_J1809.8-2332[naa+12]
J1810+1744,272.65533,4.2E-05,17.743717,1.9E-05,6.4,1.7,-7.2,2,1.05,0.69,57205.875,Jennings+ 2018,Binary PSR,,0.00166,0,NAN,0,39.7,0,2.36,2.361,NAN,OPT:[bvr+13]
J1810-2005,272.7458,2.5E-06,-20.08563,3.9E-05,0,2,17,37,NAN,0,53200,,PSR,,0.032822244860022,8E-15,1.4742E-19,1.2E-22,241,0.3,3.51,3.514,2230000000,NAN
J1811-2405,272.83272521,7.9E-08,-24.088451,2.8E-06,0.65,0.14,-9.1,5.2,0.2,0.2,55208.5,,PSR,,0.002660593316839,7E-17,1.33774E-20,1.5E-24,60.6005,0.0017,1.83,1.83,191000000,GRS:[nbb+14]
J1813-2621,273.4191319,4.2E-07,-26.365849,5E-06,-7.3,0.9,-22,16,NAN,0,54058,,PSR,,0.004430011628634,1.8E-15,1.2466E-20,6E-24,112.524,0.009,3.01,3.013,238000000,NAN
J1816+4510,274.1497265,2.9E-07,45.1760727,2.2E-07,-0.17,0.29,-4.42,0.33,0.22,0.15,57205.875,Jennings+ 2018,Binary PSR,,0.003193103553851,2E-16,4.31E-20,1E-23,38.8874,0.0004,4.36,4.356,375000000,GRS:1FGL_J1816.7+4509[aaa+10g]
J1817-3618,274.2744,3.8E-05,-36.30128,8.3E-05,19,5,-16,17,NAN,0,57600,,PSR,,0.3870193974544,1.5E-12,2.02298E-15,1.5E-19,94.3,0.5,4.4,4.399,895000000000,NAN
J1820-0427,275.2191392,4.2E-07,-4.4604756,5.6E-07,-7.31,0.07,15.89,0.08,0.35,0.05,57600,,PSR,,0.598081935375,4E-12,6.32528E-15,1.1E-19,84.435,0.017,2.86,2.918,1970000000000,NAN
J1820-1346,275.08233,5.2E-05,-13.7709,0.0003,-17,16,21,95,NAN,0,54607,S.J.Dang+ 2020,PSR,CT,0.921459731325,5E-12,4.49522E-15,4E-20,776.7,1.7,5.9,5.902,2060000000000,NAN
J1823+0550,275.879055,4.6E-06,5.840086,1.1E-05,5,11,-2,4,NAN,0,48713,,PSR,,0.7529065430494,1E-12,2.26734E-16,9E-21,66.775,0.003,2,3.088,418000000000,NAN
J1823-3021A,275.9186959,1.5E-06,-30.361146,1.2E-05,0.31,0.24,-8.2,1.7,NAN,0,55049,,PSR,,0.005440004163273,3.1E-15,3.375E-18,2E-21,86.8797,0.0056,12.1,3.145,4340000000,GC:NGC6624
J1823-3106,275.944952,4.8E-06,-31.11382,3E-05,18,4,27,18,NAN,0,50093,,PSR,,0.284054344967,5E-12,2.92704E-15,4E-20,50.245,0.004,1.59,1.586,923000000000,NAN
J1824-1945,276.0023,0.00075,-19.7676,8.9E-05,12.2,1,10,14,NAN,0,55291,,PSR,,0.18933744109123,1.1E-13,5.23563E-15,1.8E-19,224.38,0.06,3.7,5.599,1010000000000,NAN
J1824-2452A,276.13336617,1.3E-07,-24.869676,2.2E-06,-0.2,0.2,-6,4,NAN,0,54500,Perera+ 2019,PSR,,0.003054315592271,3E-16,1.618836E-18,7E-24,119.892,0,5.5,3.701,2250000000,GC:M28(NGC6626)
J1825-0935,276.377475,8.3E-06,-9.58922,5.6E-05,-13,11,-9,5,NAN,0,57600,,PSR,,0.769020998327,6E-12,5.23554E-14,1.8E-19,19.3833,0.0009,0.3,0.262,6420000000000,XRS:[pb15]
J1825-1446,276.2623,0.00071,-14.7816,0.00019,11.07,0.1,-27.61,0.1,NAN,0,55314,,PSR,,0.27919830909,4E-11,2.26696E-14,5E-19,352.23,0.04,4.44,4.44,2550000000000,NAN
J1826-1334,276.554896,1.3E-05,-13.57967,2.8E-05,23,2.5,-3.9,3.1,NAN,0,52400,,PSR,,0.1014867942076,3E-13,7.5251738E-14,1E-20,231,1,3.61,3.606,2800000000000,GRS:J1825-137[aab+06]
J1829-1751,277.429738,8.5E-06,-17.85108,8E-05,22,13,-150,130,NAN,0,49878,,PSR,,0.307132975823,5E-12,5.55174E-15,5E-20,217.108,0.009,5.94,5.937,1320000000000,NAN
J1832-0827,278.154221,8.3E-06,-8.451,0.00033,-4,4,20,15,NAN,0,55397,,PSR,,0.6473255991879,9E-13,6.389619E-14,1.7E-19,300.869,0.01,5.2,4.046,6510000000000,NAN
J1833-0338,278.4245604,4.2E-07,-3.6511828,2.8E-07,-17.34,0.09,15,0.3,0.4,0.06,57600,,PSR,,0.686732837245,1.5E-12,4.156101E-14,1.5E-19,234.538,0.013,2.5,5.176,5410000000000,NAN
J1835-1020,278.98991,4.2E-06,-10.334583,1.7E-05,25,5,4,21,NAN,0,54369,,PSR,,0.30244958407,1.5E-11,5.91866E-15,1.9E-19,113.7,0.9,2.87,2.874,1350000000000,NAN
J1835-1106,278.8267,0.00021,-11.1045,0.00025,27,46,56,190,NAN,0,55429,,PSR,,0.16591763484,3E-11,2.05892E-14,5E-19,132.679,0.003,3.16,3.159,1870000000000,NAN
J1836-0436,279.215793,6.9E-06,-4.61047,3E-05,-3,2,-1,9,NAN,0,49532,S.J.Dang+ 2020,PSR,CT,0.354236507718,6E-12,1.66095E-15,4E-20,231.5,0.3,4.36,4.358,776000000000,NAN
J1836-1008,279.224691,1.6E-05,-10.13565,7E-05,18,65,12,220,NAN,0,48880,,PSR,,0.56271073614,3E-11,1.179902E-14,1.6E-19,316.98,0.03,5.34,5.343,2610000000000,NAN
J1839-0643,279.79085,5.8E-05,-6.7292,0.00042,4,32,-170,111,NAN,0,54603,S.J.Dang+ 2020,PSR,T,0.449548149848,1.5E-11,3.638E-15,7E-18,497.9,1.6,4.82,4.817,1290000000000,NAN
J1840+5640,280.1855717,4.2E-07,56.6819033,2.8E-07,-31.21,0.03,-29.08,0.06,0.66,0.04,48717,Deller+ 2019,PSR,,1.6528618528869,2E-12,1.494818E-15,1.4E-20,26.77163,0.00017,1.45,2.189,1590000000000,NAN
J1841+0912,280.483166,1.1E-05,9.202043,1.8E-05,-12,5,38,7,NAN,0,48266,,PSR,,0.381319294128,3E-12,1.090344E-15,1.1E-20,49.1579,0.0043,1.66,1.664,652000000000,NAN
J1843-1113,280.92192465,5E-08,-11.22529683,1.9E-07,-1.91,0.06,-3.2,0.2,0.6,0.4,55000,Perera+ 2019,PSR,,0.001845666323209,6E-16,9.554E-21,7E-24,59.964,0.008,1.26,1.706,134000000,GRS:[hsg+14]
J1843-1448,280.7557292,1.3E-06,-14.803503,8.3E-06,10.5,0.19,12,15,NAN,0,53934,,PSR,,0.00547133087551,6E-16,6.209E-21,1.8E-23,114.51,0.07,3.47,3.472,187000000,NAN
J1844+1454,281.228727,4.6E-06,14.903922,8.3E-06,-9,10,45,6,NAN,0,49362,,PSR,,0.37546337852,3E-11,1.8723E-15,3E-19,41.48555,0.00061,1.68,1.683,848000000000,NAN
J1847-0402,281.845175,8.3E-06,-4.03733,2.8E-05,-1,7,8,19,NAN,0,57600,,PSR,,0.597808754148,3E-12,5.169112E-14,1.8E-19,141.979,0.005,3.42,3.419,5630000000000,NAN
J1848-0123,282.09829,6.3E-06,-1.399536,1.4E-05,5,2,-26,6,NAN,0,53868,,PSR,,0.65943205053,3E-11,5.25182E-15,1.4E-19,159.531,0.008,4.4,3.533,1880000000000,NAN
J1853+1303,283.488826273,1.7E-08,13.062236346,2E-08,-1.63,0.02,-2.96,0.04,0.2,0.3,56553,Perera+ 2019,PSR,,0.004091797383379,1.4E-17,8.7161E-21,7E-25,30.56996,8E-05,1.32,1.319,191000000,NAN
J1856-3754,284.1475,0.00067,-37.90994,5.6E-05,326.6,0.5,-61.9,0.4,6.2,0.6,50450,Walter+ 2010,XDINS,,7.05520287,3E-08,2.98E-14,7E-16,NAN,0,0.16,0.16,14700000000000,XRS:RX_J1856.5-3754
J1857+0526,284.31607,3.3E-05,5.44131,0.00014,19,11,-51,20,NAN,0,54619,S.J.Dang+ 2020,PSR,T,0.349951177522,4E-12,6.9311E-15,8E-19,466.4,1.2,12.26,12.257,1580000000000,NAN
J1857+0943,284.401626777,8.8E-09,9.721443293,2E-08,-2.652,0.004,-5.423,0.006,0.9,0.1,55367,Perera+ 2019,PSR,,0.005362100466126,9E-17,1.78395E-20,9E-25,13.314,0.0025,1.2,0.767,313000000,NAN
J1900-2600,285.198258,1.7E-05,-26.01217,0.00014,-19.9,0.3,-47.3,0.9,0.5,0.6,48891,,PSR,,0.6122092044383,7E-13,2.04534E-16,5E-21,37.994,0.005,0.7,1.237,358000000000,NAN
J1901+0331,285.382421,8.3E-06,3.518325,1.9E-05,-7,2,-45,5,NAN,0,54336,,PSR,,0.65545023949,4E-11,7.4593E-15,4E-19,402.08,0.012,7,6.053,2240000000000,NAN
J1901+0716,285.41224,5.4E-05,7.27633,0.00011,23,16,-28,33,NAN,0,54537,S.J.Dang+ 2020,PSR,CT,0.64399866351,4E-11,2.2872E-15,3E-19,252.81,0.07,3.4,7.237,1230000000000,NAN
J1901-0906,285.4708696,1.3E-06,-9.103096,2.8E-06,-7.54,0.04,-18.2,0.2,0.52,0.05,50873,,PSR,,1.781927762343,5E-12,1.63829E-15,5E-20,72.677,0.018,1.92,2.892,1730000000000,NAN
J1902+0556,285.677585,1.5E-05,5.94053,3E-05,-4,5,-1,10,NAN,0,54288,.J.Dang+ 2020,PSR,CT,0.7465773564336,1.7E-12,1.2875167E-14,1.2E-20,177.486,0.013,3.6,4.198,3140000000000,NAN
J1902-5105,285.5118675,3.8E-07,-51.0991582,2.2E-07,-4.8,1.3,-4.4,1.6,NAN,0,55520,,PSR,,0.001742399949906,1.6E-16,9.1993E-21,1.3E-24,36.25,0.01,1.65,1.645,128000000,GRS:3FGL_J1902.0-5107[aaa+15]
J1903+0135,285.874942,4.2E-06,1.594036,1.1E-05,3,7,-13,14,NAN,0,57600,,PSR,,0.729306960746,3E-12,4.025E-15,3E-19,245.167,0.006,3.3,6,1730000000000,NAN
J1903+0327,285.77413839,4.2E-08,3.455335864,1.7E-08,-2.8,0.3,-6.6,0.8,0.3,0.7,55000,Perera+ 2019,PSR,,0.002149912364349,5E-17,1.88208E-20,1E-24,297.5245,0.0006,6.12,6.122,204000000,OPT:[fbw+11]
J1903-7051,285.9116396,1.3E-06,-70.8620725,5.6E-07,-8.8,1.6,-16,2,NAN,0,56526,,PSR,,0.003597898018891,1.1E-15,1.043E-20,6E-23,19.66,0.01,0.93,0.93,196000000,GRS:3FGL_J1903.6-7052[aaa+15]
J1904+0004,286.052992,6.3E-06,0.068136,1.1E-05,8,9,-7,16,NAN,0,54377,,PSR,,0.1395246665887,1.2E-12,1.1805E-16,3E-20,233.61,0.04,6.36,6.364,130000000000,NAN
J1905+0400,286.36780598,6.7E-08,4.00302306,1.7E-07,-3.8,0.18,-7.3,0.4,NAN,0,53700,,PSR,,0.003784404788236,3E-16,4.9052E-21,1.5E-24,25.6923,0.0012,1.06,1.064,138000000,NAN
J1905+0709,286.47343,9E-05,7.15538,0.00017,-1,34,-12,63,NAN,0,49466,.J.Dang+ 2020,PSR,CT,0.6480400543,7E-11,4.9416E-15,6E-19,245.34,0.1,4.98,4.98,1810000000000,NAN
J1906+0454,286.6964154,2.9E-07,4.9025117,5.6E-07,-6,1,-14,3,NAN,0,58100,,PSR,,0.002083278334923,3E-16,2.982E-21,1.4E-23,142.793,0.002,4.09,4.092,79800000,NAN
J1907+0919,286.80971,4.2E-05,9.32225,5.6E-05,0.6,0.2,4.2,0.4,NAN,0,51052,,PSR,,5.198346,3E-06,9.2E-11,4E-12,NAN,0,NAN,NAN,700000000000000,SNR:G42.8+0.6(?)
J1907+4002,286.8944,3.3E-05,40.03492,3.1E-05,11,4,11,1,NAN,0,48713,,PSR,,1.235757452781,3E-12,5.40707E-16,2E-20,30.966,0.014,2.46,2.46,827000000000,NAN
J1909+0007,287.396907,8.3E-06,0.13271,3E-05,5,3,-32,7,NAN,0,48740,,PSR,,1.01694836198,4E-11,5.51856E-15,1.9E-19,112.787,0.006,4.36,4.358,2400000000000,NAN
J1909-3744,287.447644479,4.6E-09,-37.737351872,1.4E-08,-9.513,0.002,-35.777,0.006,0.88,0.01,54500,Perera+ 2019,PSR,,0.002947108069161,3E-18,1.402541E-20,5E-26,10.3932,0,1.14,0.564,206000000,NAN
J1910+1256,287.54042286,2.6E-08,12.94040529,4E-08,0.21,0.03,-7.04,0.05,0.1,0.3,56131,Perera+ 2019,PSR,,0.004983583942347,2E-17,9.6807E-21,5E-25,38.0684,0.0005,1.08,1.496,222000000,NAN
J1910-5959A,287.92814842,1.3E-07,-59.97413969,8.3E-08,-3.08,0.06,-3.97,0.06,NAN,0,51920,,PSR,,0.003266186570791,9E-17,2.94703E-21,1.4E-25,33.6998,0.0016,4.55,1.685,99300000,GC:NGC6752
J1910-5959C,287.7731467,1.7E-06,-60.0165833,1.1E-06,-4.1,1.7,-4.6,2.5,NAN,0,51910,,PSR,,0.005277326932309,1.5E-15,2.16E-21,2E-23,33.21,0.04,1.63,1.627,108000000,GC:NGC6752
J1911-1114,287.95534304,1.3E-07,-11.2395781,8.3E-07,-13.7,0.2,-9.3,0.9,NAN,0,55000,Perera+ 2019,PSR,,0.003625745633114,5E-15,1.395E-20,4E-23,31.02,0.11,1.07,1.07,228000000,XRS:[pb15]
J1911+1347,287.980015092,8.4E-09,13.792877372,1E-08,2.9,0.03,-3.76,0.05,0.4,0.2,56936,Perera+ 2019,PSR,,0.00462596247088,1.3E-17,1.69287E-20,1.3E-24,30.9883,0.0009,1.36,1.365,283000000,NAN
J1912+2104,288.1805796,4.2E-07,21.0760906,2.8E-07,-11.34,0.06,-5.8,0.1,0.02,0.09,48740,Deller+ 2019,PSR,,2.232969028273,8E-12,1.017751E-14,4E-20,88.5961,0.0062,3.37,3.369,4820000000000,NAN
J1913-0440,288.475723,6.7E-06,-4.679911,1.9E-05,7,13,-5,9,NAN,0,46634,,PSR,,0.825935803096,9E-12,4.06801E-15,3E-20,89.385,0.01,4.04,4.041,1850000000000,NAN
J1913+1400,288.3514696,4.2E-07,14.0145997,2.8E-07,-5.28,0.06,-8.94,0.05,0.185,0.03,49910,,PSR,,0.5214727140817,1.7E-12,8.03532E-16,1.4E-20,145.052,0.005,5.26,5.246,655000000000,NAN
J1915+1009,288.874962,1.3E-05,10.162047,1.7E-05,6,2,-17,4,NAN,0,57600,,PSR,,0.40455176744,1.5E-12,1.525768E-14,1.4E-19,241.693,0.01,7,5.99,2510000000000,NAN
J1915+1606,288.86666425,1.3E-07,16.10760744,1.4E-07,-1.23,0.04,-0.83,0.04,NAN,0,52984,,PSR,,0.059030003217813,1.1E-14,8.6183E-18,4E-22,168.77,0.01,5.25,5.247,22800000000,NAN
J1916+0951,289.134769,7.1E-06,9.857216,1.2E-05,-1,2,-11,2,NAN,0,54587,S.J.Dang+ 2020,PSR,CT,0.2702544395645,8E-13,2.518463E-15,6E-21,60.953,0.006,1.9,1.904,835000000000,NAN
J1917+1353,289.4157767,4.2E-07,13.8991881,2.8E-07,-1.25,0.05,3.81,0.06,0.14,0.07,49763,Deller+ 2019,PSR,,0.194630982798,4E-12,7.19782E-15,3E-20,94.538,0.004,5.88,2.94,1200000000000,NAN
J1918-0642,289.700136342,1.1E-08,-6.70969457,4E-08,-7.15,0.02,-5.94,0.05,0.8,0.1,55330,Perera+ 2019,PSR,,0.007645872769642,1E-17,2.569143E-20,1.8E-25,26.46,0.03,1.11,1.024,448000000,NAN
J1918+1444,289.59849,2.6E-05,14.75167,4E-05,78,49,-262,77,NAN,0,49690,S.J.Dang+ 2020,PSR,T,1.1810232973,9E-11,2.123644E-13,9E-19,27.202,0.017,1.3,1.304,16000000000000,NAN
J1919+0021,289.9611312,4.2E-07,0.3610339,5.6E-07,10.11,0.09,-4.7,0.09,0.17,0.04,49427,,PSR,,1.27226037471,3E-11,7.66978E-15,1.7E-19,90.315,0.016,5.88,4.1,3160000000000,NAN
J1921+1929,290.34729458,1.7E-07,19.4895275,2.8E-07,-3.2,0.8,-11,1,NAN,0,58137,,PSR,,0.002646341449469,1.5E-16,3.8196E-20,5E-24,64.7632,0.0009,2.43,2.434,322000000,GRS:3FGL_J1921.6+1934[pkr+19]
J1921+2153,290.436729,8.3E-06,21.883958,1.1E-05,17,4,32,6,NAN,0,48999,,PSR,,1.3373021601895,9E-13,1.348207E-15,8E-21,12.44399,0.00063,0.3,0.807,1360000000000,NAN
J1923+2515,290.843719224,1.6E-08,25.26127552,2.9E-08,-6.69,0.1,-14.7,0.2,-0.3,0.6,56583,Perera+ 2019,PSR,,0.003788155520655,1.5E-17,9.556E-21,8E-25,18.85515,0.00018,1.2,1.201,193000000,NAN
J1926+0431,291.601967,8.3E-06,4.52543,2.2E-05,1,9,-14,16,NAN,0,54606,S.J.Dang+ 2020,PSR,CT,1.074078173597,4E-12,2.45892E-15,3E-20,102.243,0.019,4.99,4.995,1640000000000,NAN
J1932+1059,293.058571,3.3E-06,10.992606,5.6E-06,94.09,0.11,42.99,0.16,2.77,0.07,57600,,PSR,,0.2265187466568,1.1E-12,1.156826E-15,1.6E-20,3.18321,0.00016,0.31,0.229,518000000000,NAN
J1933-6211,293.3851112,2.1E-07,-62.1963544,2.8E-07,-5.54,0.07,10.7,0.2,NAN,0,53000,,PSR,,0.003543431493791,3E-16,3.8707E-21,9E-25,11.52,0.002,0.65,0.65,119000000,NAN
J1935+1616,293.9492746,4.2E-07,16.2777739,5.6E-07,1.13,0.13,-16.09,0.15,0.22,0.12,52275,,PSR,,0.3587384107696,6E-13,6.0025237E-15,1.5E-21,158.521,0.003,3.7,4.314,1480000000000,NAN
J1937+1658,294.3537855,3.3E-07,16.9784869,5.6E-07,-1.8,0.7,-5,1,NAN,0,57516,,PSR,,0.003957667645335,1.6E-16,1.3202E-20,5E-24,105.84,0.001,3.26,3.259,231000000,NAN
J1937+2544,294.2552267,4.2E-07,25.7370656,2.8E-07,-10.04,0.04,-13.06,0.04,0.32,0.03,49703,,PSR,,0.20098020244218,1.7E-13,6.429167E-16,1.3E-21,53.221,0.005,3.12,2.869,364000000000,NAN
J1939+2134,294.910671767,8.3E-09,21.583090472,1.1E-08,0.074,0.002,-0.41,0.003,0.19,0.05,55000,Perera+ 2019,PSR,,0.001557806561085,5E-17,1.051065E-19,3E-25,71.0237,0.0013,3.5,2.896,409000000,NAN
J1941-2602,295.251696,7.5E-06,-26.03493,3.3E-05,12,2,-10,4,NAN,0,50076,,PSR,,0.4028579088754,3E-13,9.561486E-16,1.8E-21,50.036,0.003,3.56,3.564,628000000000,NAN
J1943-1237,295.85617,3.2E-05,-12.62845,0.00014,-1,8,-46,35,NAN,0,54561,S.J.Dang+ 2020,PSR,CT,0.9724288509136,1.8E-12,1.655686E-15,8E-21,28.918,0.015,1.2,1.204,1280000000000,NAN
J1944+0907,296.038878824,1.8E-08,9.12305734,3E-08,14.14,0.08,-22.6,0.2,0.1,0.3,56570,Perera+ 2019,PSR,,0.005185201909339,1.4E-17,1.7336E-20,9E-25,24.3598,0.0005,1.22,1.218,303000000,NAN
J1946+1805,296.72102,2.5E-05,18.09479,3.1E-05,1,5,-9,4,NAN,0,48790,,PSR,,0.4406184769108,8E-13,2.4092E-17,4E-21,16.1356,0.0073,0.3,1.005,104000000000,NAN
J1946-2913,296.71556,3.3E-05,-29.22975,0.00014,19,9,-33,20,NAN,0,48736,,PSR,,0.959447931541,3E-12,1.48834E-15,1.2E-20,44.309,0.015,3.12,3.125,1210000000000,NAN
J1946+3417,296.6047131,8.3E-08,34.28741361,3.9E-08,-7.01,0.23,4.51,0.21,NAN,0,56819,,PSR,,0.003170139178858,9E-17,3.118E-21,4E-24,110.216,0.0003,6.94,6.941,101000000,GRS:[sbc+19]
J1948+3540,297.104195,4.2E-06,35.669738,4.2E-06,-12.6,0.6,0.7,0.6,NAN,0,49449,,PSR,,0.717311174076,4E-12,7.0612E-15,3E-20,129.36748,0.00078,7.65,7.65,2280000000000,NAN
J1949+3106,297.373489418,1.5E-08,31.101057233,1.7E-08,-5,5,-5,7,-1,3,56000,Perera+ 2019,PSR,,0.013138183152165,1.1E-16,9.39235E-20,1.3E-24,164.12669,0.00024,7.47,7.468,1120000000,NAN
J1950+2414,297.68776525,1E-07,24.24915664,1.1E-07,-2.12,0.18,-3.64,0.19,NAN,0,56000,,PSR,,0.004304775483257,7E-16,1.8805E-20,7E-24,142.0842,0.0031,7.27,7.269,288000000,NAN
J1952+2630,298.1535004,4.2E-07,26.5077981,5.6E-07,-6,2,0,3,NAN,0,55813,,PSR,,0.020732360562672,4E-15,4.2721E-18,3E-22,315.338,0.002,10.03,10.033,9520000000,NAN
J1952+3252,298.242525,4.2E-06,32.877919,2.8E-06,-28.8,0.9,-14.7,0.9,NAN,0,52793,,PSR,,0.0395311928548,1.1E-12,5.844803E-15,8E-21,45.006,0.019,3,3.221,486000000000,SNR:CTB80
J1954+2923,298.593975,8.3E-06,29.388136,1.1E-05,25,17,-36,10,NAN,0,48719,,PSR,,0.4266767865302,4E-13,1.711E-18,3E-21,7.932,0.007,0.54,0.536,27300000000,NAN
J1955+2527,298.9974801,2.9E-07,25.4509564,5.6E-07,-1.9,0.6,-2.4,0.8,NAN,0,54800,,PSR,,0.004872765862979,1.7E-15,9.12E-21,1E-22,209.971,0.003,8.18,8.177,213000000,NAN
J1955+2908,298.86614715,4E-08,29.14539896,4.9E-08,-1.03,0.06,-4.17,0.08,-1,1,56568,Perera+ 2019,PSR,,0.006133166515553,6E-17,2.9737E-20,3E-24,104.5159,0.0006,6.3,6.305,432000000,NAN
J1955+5059,298.828182,5.4E-06,50.998692,3.6E-06,-23,5,54,5,NAN,0,48741,,PSR,,0.5189379874091,5E-13,1.372366E-15,4E-21,31.98266,0.00013,2.19,2.186,854000000000,NAN
J1955+6708,298.911529,5.1E-07,67.13753627,2E-07,-3,1,10,2,NAN,0,56600,,PSR,,0.008565406267815,8E-16,1.26E-20,5E-23,57.1478,0.0001,5.3,5.304,332000000,NAN
J1957+2516,299.3942146,1.3E-06,25.2672433,8.3E-07,-5.7,11,-8.9,1.4,0.69,0.86,57205.875,Jennings+ 2018,Binary PSR,,0.003961655342404,1E-15,2.744E-20,9E-23,44.137,0.003,2.66,2.659,334000000,NAN
J1959+2048,299.9032078,2.1E-07,20.80420061,1.7E-07,-16,0.5,-25.8,0.6,NAN,0,48196,,PSR,,0.001607401684806,3E-17,1.68515E-20,9E-25,29.1168,0.0007,1.4,1.73,167000000,XRS:[hb07a]
J2004+3137,301.21786,1.2E-05,31.619448,1.3E-05,-6,2,-6,3,NAN,0,54539,S.J.Dang+ 2020,PSR,CT,2.11126473382,4E-11,7.45504E-14,3E-19,234.82,0.008,8,7.264,12700000000000,NAN
J2006-0807,301.5681875,4.2E-07,-8.1172686,8.3E-07,-6.19,0.05,-10.59,0.15,0.42,0.1,49766,Deller+ 2019,PSR,,0.580871337031,3E-12,4.601E-17,3E-20,32.39,0.03,2.63,1.706,165000000000,NAN
J2010-1323,302.6913379,4.2E-07,-13.3989119,1.1E-06,2.56,0.6,-5.9,0.2,0.2,0.1,56235,Perera+ 2019,PSR,,0.005223271016747,9E-18,4.825E-21,3E-25,22.177,0.005,1.96,1.163,161000000,NAN
J2010+3051,302.5164758,4.2E-07,30.8552478,2.8E-07,-10.3,0.9,-3,1,NAN,0,57949,,PSR,,0.004816274513309,5E-16,4.867E-21,1.7E-23,133.756,0.002,6.45,6.45,155000000,NAN
J2013+3845,303.293196,1.3E-05,38.762031,1.1E-05,-32.1,1.7,-25,2,NAN,0,49718,,PSR,,0.2301936138595,1E-12,8.851045E-15,8E-21,238.217,0.008,7.12,7.123,1440000000000,NAN
J2016+1948,304.2393479,2.5E-07,19.7976634,3.3E-07,1.28,0.26,2.83,0.34,NAN,0,53000,,PSR,,0.064940388241514,6E-15,4.0063E-19,6E-23,33.8148,0.0016,2.16,2.162,5160000000,NAN
J2017+0603,304.3446051,2E-08,6.05154554,3.9E-08,2.4,0.4,-0.5,0.6,0.5,0.2,56682,Perera+ 2019,PSR,,0.002896215816723,1.1E-17,7.9931E-21,7E-25,23.92344,9E-05,1.4,1.399,154000000,GRS:2FGL_J2017.3+0603[naa+12]
J2018+2839,304.515972,3.8E-06,28.665059,4.4E-06,-2.6,0.2,-6.2,0.4,1.03,0.1,46384,,PSR,,0.5579534804225,7E-13,1.481058E-16,1.6E-21,14.1977,0.0006,0.98,0.959,291000000000,NAN
J2019+2425,304.88312083,1.3E-07,24.42091772,1.4E-07,-8.8,0.5,-19.9,0.7,NAN,0,48900,Perera+ 2019,PSR,,0.003934524080331,1.1E-16,7.0237E-21,1.2E-24,17.203,0.005,1.16,1.163,168000000,NAN
J2022+2854,305.654446,2.9E-06,28.906418,3.1E-06,-4.4,0.5,-23.6,0.3,0.37,0.12,49692,,PSR,,0.343402157786,1.3E-12,1.894195E-15,1.3E-20,24.63109,0.00018,2.1,1.706,816000000000,NAN
J2022+5154,305.707804,5E-06,51.913954,3.1E-06,-5.23,0.17,11.5,0.3,0.5,0.07,46640,,PSR,,0.529196917808,1.7E-11,3.06337E-15,5E-20,22.54968,0.00056,1.8,1.418,1290000000000,NAN
J2029+3744,307.34947,4E-05,37.7356,3.8E-05,10,11,-10,13,NAN,0,54150,S.J.Dang+ 2020,PSR,CT,1.21680465774,1.2E-11,1.231961E-14,9E-20,190.66,0.03,5.77,5.771,3920000000000,NAN
J2032+4127,308.054663,8.3E-06,41.45675,2.5E-05,-2.991,0.048,-0.742,0.055,0.693,0.033,55700,,Binary PSR,,0.14324647,1.9E-07,1.13E-14,3E-16,114.67,0.04,1.33,4.624,1290000000000,OPT:MT91_213(Cygnus_OB2)[lsk+15]
J2033+1734,308.36463255,6.3E-08,17.58290832,7.8E-08,-5.9,0.4,-9,0.8,NAN,0,56945,Perera+ 2019,PSR,,0.005948957540329,1.8E-16,1.113E-20,1.5E-23,25.0809,0.0009,1.74,1.74,260000000,NAN
